año,inegi,entidad,municipio,modalidad,tipo,subtipo,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
2011,16100,michoacan,tzintzuntzan,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16100,michoacan,tzintzuntzan,homicidios,dolosos,otros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,16100,michoacan,tzintzuntzan,homicidios,dolosos,sin datos,,,,,,,,,,,,
2011,16101,michoacan,tzitzio,delitos patrimoniales,extorsion,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16101,michoacan,tzitzio,homicidios,dolosos,con arma de fuego,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16101,michoacan,tzitzio,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16101,michoacan,tzitzio,homicidios,dolosos,otros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011,16101,michoacan,tzitzio,homicidios,dolosos,sin datos,,,,,,,,,,,,
2011,16102,michoacan,uruapan,delitos patrimoniales,extorsion,extorsion,3.0,6.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0
2011,16102,michoacan,uruapan,homicidios,dolosos,con arma de fuego,0.0,0.0,0.0,2.0,0.0,3.0,4.0,3.0,0.0,1.0,1.0,0.0
2011,16102,michoacan,uruapan,homicidios,dolosos,con arma blanca,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16102,michoacan,uruapan,homicidios,dolosos,otros,3.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,3.0
2011,16102,michoacan,uruapan,homicidios,dolosos,sin datos,,,,,,,,,,,,
2011,16103,michoacan,venustiano carranza,delitos patrimoniales,extorsion,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16103,michoacan,venustiano carranza,homicidios,dolosos,con arma de fuego,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2011,16103,michoacan,venustiano carranza,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16103,michoacan,venustiano carranza,homicidios,dolosos,otros,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011,16103,michoacan,venustiano carranza,homicidios,dolosos,sin datos,,,,,,,,,,,,
2011,16104,michoacan,villamar,delitos patrimoniales,extorsion,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16104,michoacan,villamar,homicidios,dolosos,con arma de fuego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16104,michoacan,villamar,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16104,michoacan,villamar,homicidios,dolosos,otros,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,16104,michoacan,villamar,homicidios,dolosos,sin datos,,,,,,,,,,,,
2011,16105,michoacan,vista hermosa,delitos patrimoniales,extorsion,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16105,michoacan,vista hermosa,homicidios,dolosos,con arma de fuego,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16105,michoacan,vista hermosa,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16105,michoacan,vista hermosa,homicidios,dolosos,otros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0
2011,16105,michoacan,vista hermosa,homicidios,dolosos,sin datos,,,,,,,,,,,,
2011,16106,michoacan,yurecuaro,delitos patrimoniales,extorsion,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16106,michoacan,yurecuaro,homicidios,dolosos,con arma de fuego,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
2011,16106,michoacan,yurecuaro,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16106,michoacan,yurecuaro,homicidios,dolosos,otros,0.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0
2011,16106,michoacan,yurecuaro,homicidios,dolosos,sin datos,,,,,,,,,,,,
2011,16107,michoacan,zacapu,delitos patrimoniales,extorsion,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011,16107,michoacan,zacapu,homicidios,dolosos,con arma de fuego,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16107,michoacan,zacapu,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16107,michoacan,zacapu,homicidios,dolosos,otros,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011,16107,michoacan,zacapu,homicidios,dolosos,sin datos,,,,,,,,,,,,
2011,16108,michoacan,zamora,delitos patrimoniales,extorsion,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2011,16108,michoacan,zamora,homicidios,dolosos,con arma de fuego,0.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0
2011,16108,michoacan,zamora,homicidios,dolosos,con arma blanca,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011,16108,michoacan,zamora,homicidios,dolosos,otros,2.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
2011,16108,michoacan,zamora,homicidios,dolosos,sin datos,,,,,,,,,,,,
2011,16109,michoacan,zinaparo,delitos patrimoniales,extorsion,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16109,michoacan,zinaparo,homicidios,dolosos,con arma de fuego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16109,michoacan,zinaparo,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16109,michoacan,zinaparo,homicidios,dolosos,otros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16109,michoacan,zinaparo,homicidios,dolosos,sin datos,,,,,,,,,,,,
2011,16110,michoacan,zinapecuaro,delitos patrimoniales,extorsion,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16110,michoacan,zinapecuaro,homicidios,dolosos,con arma de fuego,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2011,16110,michoacan,zinapecuaro,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011,16110,michoacan,zinapecuaro,homicidios,dolosos,otros,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
2011,16110,michoacan,zinapecuaro,homicidios,dolosos,sin datos,,,,,,,,,,,,
2011,16111,michoacan,ziracuaretiro,delitos patrimoniales,extorsion,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011,16111,michoacan,ziracuaretiro,homicidios,dolosos,con arma de fuego,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16111,michoacan,ziracuaretiro,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16111,michoacan,ziracuaretiro,homicidios,dolosos,otros,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011,16111,michoacan,ziracuaretiro,homicidios,dolosos,sin datos,,,,,,,,,,,,
2011,16112,michoacan,zitacuaro,delitos patrimoniales,extorsion,extorsion,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0
2011,16112,michoacan,zitacuaro,homicidios,dolosos,con arma de fuego,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2011,16112,michoacan,zitacuaro,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011,16112,michoacan,zitacuaro,homicidios,dolosos,otros,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
2011,16112,michoacan,zitacuaro,homicidios,dolosos,sin datos,,,,,,,,,,,,
2011,16113,michoacan,jose sixto verduzco,delitos patrimoniales,extorsion,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16113,michoacan,jose sixto verduzco,homicidios,dolosos,con arma de fuego,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011,16113,michoacan,jose sixto verduzco,homicidios,dolosos,con arma blanca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16113,michoacan,jose sixto verduzco,homicidios,dolosos,otros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,16113,michoacan,jose sixto verduzco,homicidios,dolosos,sin datos,,,,,,,,,,,,
2011,17001,morelos,amacuzac,delitos patrimoniales,extorsion,extorsion,,,,,,,,,,0.0,0.0,0.0
2011,17001,morelos,amacuzac,homicidios,dolosos,con arma de fuego,,,,,,,,,,0.0,0.0,0.0
2011,17001,morelos,amacuzac,homicidios,dolosos,con arma blanca,,,,,,,,,,0.0,0.0,0.0
2011,17001,morelos,amacuzac,homicidios,dolosos,otros,,,,,,,,,,0.0,0.0,0.0
2011,17001,morelos,amacuzac,homicidios,dolosos,sin datos,,,,,,,,,,0.0,0.0,0.0
2011,17002,morelos,atlatlahucan,delitos patrimoniales,extorsion,extorsion,,,,,,,,,,0.0,0.0,0.0
2011,17002,morelos,atlatlahucan,homicidios,dolosos,con arma de fuego,,,,,,,,,,0.0,0.0,0.0
2011,17002,morelos,atlatlahucan,homicidios,dolosos,con arma blanca,,,,,,,,,,0.0,0.0,0.0
2011,17002,morelos,atlatlahucan,homicidios,dolosos,otros,,,,,,,,,,0.0,0.0,0.0
2011,17002,morelos,atlatlahucan,homicidios,dolosos,sin datos,,,,,,,,,,0.0,0.0,0.0
2011,17003,morelos,axochiapan,delitos patrimoniales,extorsion,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,17003,morelos,axochiapan,homicidios,dolosos,con arma de fuego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,17003,morelos,axochiapan,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,17003,morelos,axochiapan,homicidios,dolosos,otros,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,17003,morelos,axochiapan,homicidios,dolosos,sin datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,17004,morelos,ayala,delitos patrimoniales,extorsion,extorsion,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2011,17004,morelos,ayala,homicidios,dolosos,con arma de fuego,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,17004,morelos,ayala,homicidios,dolosos,con arma blanca,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011,17004,morelos,ayala,homicidios,dolosos,otros,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,17004,morelos,ayala,homicidios,dolosos,sin datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2011,17005,morelos,coatlan del rio,delitos patrimoniales,extorsion,extorsion,,,,,,,,,,0.0,0.0,0.0
2011,17005,morelos,coatlan del rio,homicidios,dolosos,con arma de fuego,,,,,,,,,,0.0,0.0,0.0
2011,17005,morelos,coatlan del rio,homicidios,dolosos,con arma blanca,,,,,,,,,,0.0,0.0,0.0
2011,17005,morelos,coatlan del rio,homicidios,dolosos,otros,,,,,,,,,,1.0,1.0,0.0
2011,17005,morelos,coatlan del rio,homicidios,dolosos,sin datos,,,,,,,,,,0.0,0.0,1.0
2011,17006,morelos,cuautla,delitos patrimoniales,extorsion,extorsion,4.0,3.0,7.0,4.0,5.0,4.0,5.0,4.0,6.0,4.0,5.0,9.0
2011,17006,morelos,cuautla,homicidios,dolosos,con arma de fuego,0.0,5.0,0.0,4.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,4.0
2011,17006,morelos,cuautla,homicidios,dolosos,con arma blanca,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,17006,morelos,cuautla,homicidios,dolosos,otros,4.0,4.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,3.0
2011,17006,morelos,cuautla,homicidios,dolosos,sin datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,17007,morelos,cuernavaca,delitos patrimoniales,extorsion,extorsion,5.0,11.0,22.0,12.0,13.0,15.0,1.0,1.0,11.0,10.0,0.0,1.0
2011,17007,morelos,cuernavaca,homicidios,dolosos,con arma de fuego,9.0,10.0,6.0,7.0,5.0,5.0,7.0,10.0,8.0,3.0,5.0,5.0
2011,17007,morelos,cuernavaca,homicidios,dolosos,con arma blanca,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0
2011,17007,morelos,cuernavaca,homicidios,dolosos,otros,3.0,3.0,14.0,4.0,12.0,9.0,10.0,11.0,2.0,8.0,8.0,10.0
2011,17007,morelos,cuernavaca,homicidios,dolosos,sin datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011,17008,morelos,emiliano zapata,delitos patrimoniales,extorsion,extorsion,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2011,17008,morelos,emiliano zapata,homicidios,dolosos,con arma de fuego,3.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0
2011,17008,morelos,emiliano zapata,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011,17008,morelos,emiliano zapata,homicidios,dolosos,otros,0.0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0
2011,17008,morelos,emiliano zapata,homicidios,dolosos,sin datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011,17009,morelos,huitzilac,delitos patrimoniales,extorsion,extorsion,,,,,,,,,,0.0,0.0,0.0
2011,17009,morelos,huitzilac,homicidios,dolosos,con arma de fuego,,,,,,,,,,0.0,0.0,0.0
2011,17009,morelos,huitzilac,homicidios,dolosos,con arma blanca,,,,,,,,,,0.0,0.0,0.0
2011,17009,morelos,huitzilac,homicidios,dolosos,otros,,,,,,,,,,0.0,0.0,0.0
2011,17009,morelos,huitzilac,homicidios,dolosos,sin datos,,,,,,,,,,0.0,0.0,0.0
2011,17010,morelos,jantetelco,delitos patrimoniales,extorsion,extorsion,,,,,,,,,,0.0,0.0,0.0
2011,17010,morelos,jantetelco,homicidios,dolosos,con arma de fuego,,,,,,,,,,0.0,1.0,0.0
2011,17010,morelos,jantetelco,homicidios,dolosos,con arma blanca,,,,,,,,,,0.0,0.0,0.0
2011,17010,morelos,jantetelco,homicidios,dolosos,otros,,,,,,,,,,0.0,0.0,0.0
2011,17010,morelos,jantetelco,homicidios,dolosos,sin datos,,,,,,,,,,0.0,0.0,0.0
2011,17011,morelos,jiutepec,delitos patrimoniales,extorsion,extorsion,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2011,17011,morelos,jiutepec,homicidios,dolosos,con arma de fuego,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2011,17011,morelos,jiutepec,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
2011,17011,morelos,jiutepec,homicidios,dolosos,otros,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0
2011,17011,morelos,jiutepec,homicidios,dolosos,sin datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011,17012,morelos,jojutla,delitos patrimoniales,extorsion,extorsion,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2011,17012,morelos,jojutla,homicidios,dolosos,con arma de fuego,0.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0
2011,17012,morelos,jojutla,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2011,17012,morelos,jojutla,homicidios,dolosos,otros,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,0.0,0.0
2011,17012,morelos,jojutla,homicidios,dolosos,sin datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011,17013,morelos,jonacatepec,delitos patrimoniales,extorsion,extorsion,,,,,,,,,,1.0,0.0,0.0
2011,17013,morelos,jonacatepec,homicidios,dolosos,con arma de fuego,,,,,,,,,,0.0,0.0,1.0
2011,17013,morelos,jonacatepec,homicidios,dolosos,con arma blanca,,,,,,,,,,0.0,0.0,0.0
2011,17013,morelos,jonacatepec,homicidios,dolosos,otros,,,,,,,,,,0.0,0.0,0.0
2011,17013,morelos,jonacatepec,homicidios,dolosos,sin datos,,,,,,,,,,0.0,0.0,0.0
2011,17014,morelos,mazatepec,delitos patrimoniales,extorsion,extorsion,,,,,,,,,,0.0,0.0,0.0
2011,17014,morelos,mazatepec,homicidios,dolosos,con arma de fuego,,,,,,,,,,0.0,0.0,0.0
2011,17014,morelos,mazatepec,homicidios,dolosos,con arma blanca,,,,,,,,,,0.0,0.0,0.0
2011,17014,morelos,mazatepec,homicidios,dolosos,otros,,,,,,,,,,0.0,0.0,0.0
2011,17014,morelos,mazatepec,homicidios,dolosos,sin datos,,,,,,,,,,0.0,0.0,1.0
2011,17015,morelos,miacatlan,delitos patrimoniales,extorsion,extorsion,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2011,17015,morelos,miacatlan,homicidios,dolosos,con arma de fuego,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
2011,17015,morelos,miacatlan,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,17015,morelos,miacatlan,homicidios,dolosos,otros,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,17015,morelos,miacatlan,homicidios,dolosos,sin datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,17016,morelos,ocuituco,delitos patrimoniales,extorsion,extorsion,,,,,,,,,,0.0,0.0,0.0
2011,17016,morelos,ocuituco,homicidios,dolosos,con arma de fuego,,,,,,,,,,0.0,1.0,0.0
2011,17016,morelos,ocuituco,homicidios,dolosos,con arma blanca,,,,,,,,,,0.0,0.0,0.0
2011,17016,morelos,ocuituco,homicidios,dolosos,otros,,,,,,,,,,0.0,0.0,0.0
2011,17016,morelos,ocuituco,homicidios,dolosos,sin datos,,,,,,,,,,0.0,0.0,0.0
2011,17017,morelos,puente de ixtla,delitos patrimoniales,extorsion,extorsion,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
2011,17017,morelos,puente de ixtla,homicidios,dolosos,con arma de fuego,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0
2011,17017,morelos,puente de ixtla,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011,17017,morelos,puente de ixtla,homicidios,dolosos,otros,0.0,2.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
2011,17017,morelos,puente de ixtla,homicidios,dolosos,sin datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011,17018,morelos,temixco,delitos patrimoniales,extorsion,extorsion,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,17018,morelos,temixco,homicidios,dolosos,con arma de fuego,2.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,3.0,4.0,3.0,3.0
2011,17018,morelos,temixco,homicidios,dolosos,con arma blanca,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2011,17018,morelos,temixco,homicidios,dolosos,otros,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0
2011,17018,morelos,temixco,homicidios,dolosos,sin datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,17019,morelos,tepalcingo,delitos patrimoniales,extorsion,extorsion,,,,,,,,,,0.0,0.0,0.0
2011,17019,morelos,tepalcingo,homicidios,dolosos,con arma de fuego,,,,,,,,,,0.0,0.0,1.0
2011,17019,morelos,tepalcingo,homicidios,dolosos,con arma blanca,,,,,,,,,,0.0,0.0,0.0
2011,17019,morelos,tepalcingo,homicidios,dolosos,otros,,,,,,,,,,0.0,0.0,0.0
2011,17019,morelos,tepalcingo,homicidios,dolosos,sin datos,,,,,,,,,,0.0,0.0,0.0
2011,17020,morelos,tepoztlan,delitos patrimoniales,extorsion,extorsion,,,,,,,0.0,0.0,,0.0,0.0,0.0
2011,17020,morelos,tepoztlan,homicidios,dolosos,con arma de fuego,,,,,,,0.0,0.0,,0.0,1.0,0.0
2011,17020,morelos,tepoztlan,homicidios,dolosos,con arma blanca,,,,,,,0.0,0.0,,0.0,0.0,0.0
2011,17020,morelos,tepoztlan,homicidios,dolosos,otros,,,,,,,0.0,0.0,,0.0,0.0,0.0
2011,17020,morelos,tepoztlan,homicidios,dolosos,sin datos,,,,,,,0.0,0.0,,0.0,0.0,0.0
2011,17021,morelos,tetecala,delitos patrimoniales,extorsion,extorsion,,,,,,,,,,0.0,0.0,0.0
2011,17021,morelos,tetecala,homicidios,dolosos,con arma de fuego,,,,,,,,,,0.0,0.0,0.0
2011,17021,morelos,tetecala,homicidios,dolosos,con arma blanca,,,,,,,,,,0.0,0.0,0.0
2011,17021,morelos,tetecala,homicidios,dolosos,otros,,,,,,,,,,0.0,0.0,0.0
2011,17021,morelos,tetecala,homicidios,dolosos,sin datos,,,,,,,,,,0.0,0.0,1.0
2011,17022,morelos,tetela del volcan,delitos patrimoniales,extorsion,extorsion,,,,,,,,,,0.0,0.0,0.0
2011,17022,morelos,tetela del volcan,homicidios,dolosos,con arma de fuego,,,,,,,,,,0.0,0.0,0.0
2011,17022,morelos,tetela del volcan,homicidios,dolosos,con arma blanca,,,,,,,,,,0.0,0.0,0.0
2011,17022,morelos,tetela del volcan,homicidios,dolosos,otros,,,,,,,,,,0.0,0.0,0.0
2011,17022,morelos,tetela del volcan,homicidios,dolosos,sin datos,,,,,,,,,,0.0,0.0,0.0
2011,17023,morelos,tlalnepantla,delitos patrimoniales,extorsion,extorsion,,,,,,,,,,0.0,0.0,0.0
2011,17023,morelos,tlalnepantla,homicidios,dolosos,con arma de fuego,,,,,,,,,,0.0,0.0,0.0
2011,17023,morelos,tlalnepantla,homicidios,dolosos,con arma blanca,,,,,,,,,,0.0,0.0,0.0
2011,17023,morelos,tlalnepantla,homicidios,dolosos,otros,,,,,,,,,,0.0,0.0,0.0
2011,17023,morelos,tlalnepantla,homicidios,dolosos,sin datos,,,,,,,,,,0.0,0.0,0.0
2011,17024,morelos,tlaltizapan,delitos patrimoniales,extorsion,extorsion,,,,,,,0.0,0.0,,0.0,1.0,0.0
2011,17024,morelos,tlaltizapan,homicidios,dolosos,con arma de fuego,,,,,,,0.0,0.0,,1.0,0.0,0.0
2011,17024,morelos,tlaltizapan,homicidios,dolosos,con arma blanca,,,,,,,0.0,0.0,,0.0,0.0,0.0
2011,17024,morelos,tlaltizapan,homicidios,dolosos,otros,,,,,,,0.0,0.0,,0.0,0.0,0.0
2011,17024,morelos,tlaltizapan,homicidios,dolosos,sin datos,,,,,,,0.0,0.0,,0.0,0.0,1.0
2011,17025,morelos,tlaquiltenango,delitos patrimoniales,extorsion,extorsion,,,,,,,,,,0.0,0.0,0.0
2011,17025,morelos,tlaquiltenango,homicidios,dolosos,con arma de fuego,,,,,,,,,,1.0,0.0,1.0
2011,17025,morelos,tlaquiltenango,homicidios,dolosos,con arma blanca,,,,,,,,,,0.0,0.0,0.0
2011,17025,morelos,tlaquiltenango,homicidios,dolosos,otros,,,,,,,,,,0.0,1.0,1.0
2011,17025,morelos,tlaquiltenango,homicidios,dolosos,sin datos,,,,,,,,,,0.0,0.0,0.0
2011,17026,morelos,tlayacapan,delitos patrimoniales,extorsion,extorsion,,,,,,,,,,0.0,0.0,1.0
2011,17026,morelos,tlayacapan,homicidios,dolosos,con arma de fuego,,,,,,,,,,0.0,0.0,0.0
2011,17026,morelos,tlayacapan,homicidios,dolosos,con arma blanca,,,,,,,,,,0.0,0.0,0.0
2011,17026,morelos,tlayacapan,homicidios,dolosos,otros,,,,,,,,,,0.0,0.0,0.0
2011,17026,morelos,tlayacapan,homicidios,dolosos,sin datos,,,,,,,,,,0.0,0.0,0.0
2011,17027,morelos,totolapan,delitos patrimoniales,extorsion,extorsion,,,,,,,,,,0.0,0.0,0.0
2011,17027,morelos,totolapan,homicidios,dolosos,con arma de fuego,,,,,,,,,,0.0,0.0,0.0
2011,17027,morelos,totolapan,homicidios,dolosos,con arma blanca,,,,,,,,,,0.0,0.0,0.0
2011,17027,morelos,totolapan,homicidios,dolosos,otros,,,,,,,,,,0.0,0.0,0.0
2011,17027,morelos,totolapan,homicidios,dolosos,sin datos,,,,,,,,,,0.0,0.0,0.0
2011,17028,morelos,xochitepec,delitos patrimoniales,extorsion,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
