entidad,inegi,año,municipio,tipo,month,count
mexico,15008,2018,amatepec,extorsion,enero,0.0
mexico,15008,2018,amatepec,homicidio,enero,2.0
mexico,15008,2019,amatepec,extorsion,enero,0.0
mexico,15008,2019,amatepec,homicidio,enero,0.0
mexico,15009,2015,amecameca,extorsion,enero,1.0
mexico,15009,2015,amecameca,homicidio,enero,2.0
mexico,15009,2016,amecameca,extorsion,enero,1.0
mexico,15009,2016,amecameca,homicidio,enero,0.0
mexico,15009,2017,amecameca,extorsion,enero,0.0
mexico,15009,2017,amecameca,homicidio,enero,0.0
mexico,15009,2018,amecameca,extorsion,enero,0.0
mexico,15009,2018,amecameca,homicidio,enero,0.0
mexico,15009,2019,amecameca,extorsion,enero,1.0
mexico,15009,2019,amecameca,homicidio,enero,1.0
mexico,15010,2015,apaxco,extorsion,enero,1.0
mexico,15010,2015,apaxco,homicidio,enero,0.0
mexico,15010,2016,apaxco,extorsion,enero,0.0
mexico,15010,2016,apaxco,homicidio,enero,0.0
mexico,15010,2017,apaxco,extorsion,enero,0.0
mexico,15010,2017,apaxco,homicidio,enero,0.0
mexico,15010,2018,apaxco,extorsion,enero,0.0
mexico,15010,2018,apaxco,homicidio,enero,0.0
mexico,15010,2019,apaxco,extorsion,enero,0.0
mexico,15010,2019,apaxco,homicidio,enero,0.0
mexico,15011,2015,atenco,extorsion,enero,0.0
mexico,15011,2015,atenco,homicidio,enero,0.0
mexico,15011,2016,atenco,extorsion,enero,0.0
mexico,15011,2016,atenco,homicidio,enero,0.0
mexico,15011,2017,atenco,extorsion,enero,0.0
mexico,15011,2017,atenco,homicidio,enero,0.0
mexico,15011,2018,atenco,extorsion,enero,0.0
mexico,15011,2018,atenco,homicidio,enero,4.0
mexico,15011,2019,atenco,extorsion,enero,0.0
mexico,15011,2019,atenco,homicidio,enero,0.0
mexico,15012,2015,atizapan,extorsion,enero,0.0
mexico,15012,2015,atizapan,homicidio,enero,0.0
mexico,15012,2016,atizapan,extorsion,enero,0.0
mexico,15012,2016,atizapan,homicidio,enero,0.0
mexico,15012,2017,atizapan,extorsion,enero,0.0
mexico,15012,2017,atizapan,homicidio,enero,0.0
mexico,15012,2018,atizapan,extorsion,enero,0.0
mexico,15012,2018,atizapan,homicidio,enero,0.0
mexico,15012,2019,atizapan,extorsion,enero,0.0
mexico,15012,2019,atizapan,homicidio,enero,1.0
mexico,15013,2015,atizapan de zaragoza,extorsion,enero,7.0
mexico,15013,2015,atizapan de zaragoza,homicidio,enero,7.0
mexico,15013,2016,atizapan de zaragoza,extorsion,enero,2.0
mexico,15013,2016,atizapan de zaragoza,homicidio,enero,2.0
mexico,15013,2017,atizapan de zaragoza,extorsion,enero,7.0
mexico,15013,2017,atizapan de zaragoza,homicidio,enero,4.0
mexico,15013,2018,atizapan de zaragoza,extorsion,enero,0.0
mexico,15013,2018,atizapan de zaragoza,homicidio,enero,4.0
mexico,15013,2019,atizapan de zaragoza,extorsion,enero,2.0
mexico,15013,2019,atizapan de zaragoza,homicidio,enero,3.0
mexico,15014,2015,atlacomulco,extorsion,enero,0.0
mexico,15014,2015,atlacomulco,homicidio,enero,0.0
mexico,15014,2016,atlacomulco,extorsion,enero,0.0
mexico,15014,2016,atlacomulco,homicidio,enero,0.0
mexico,15014,2017,atlacomulco,extorsion,enero,2.0
mexico,15014,2017,atlacomulco,homicidio,enero,0.0
mexico,15014,2018,atlacomulco,extorsion,enero,1.0
mexico,15014,2018,atlacomulco,homicidio,enero,0.0
mexico,15014,2019,atlacomulco,extorsion,enero,0.0
mexico,15014,2019,atlacomulco,homicidio,enero,0.0
mexico,15015,2015,atlautla,extorsion,enero,0.0
mexico,15015,2015,atlautla,homicidio,enero,0.0
mexico,15015,2016,atlautla,extorsion,enero,0.0
mexico,15015,2016,atlautla,homicidio,enero,0.0
mexico,15015,2017,atlautla,extorsion,enero,0.0
mexico,15015,2017,atlautla,homicidio,enero,0.0
mexico,15015,2018,atlautla,extorsion,enero,0.0
mexico,15015,2018,atlautla,homicidio,enero,1.0
mexico,15015,2019,atlautla,extorsion,enero,0.0
mexico,15015,2019,atlautla,homicidio,enero,0.0
mexico,15016,2015,axapusco,extorsion,enero,0.0
mexico,15016,2015,axapusco,homicidio,enero,1.0
mexico,15016,2016,axapusco,extorsion,enero,0.0
mexico,15016,2016,axapusco,homicidio,enero,1.0
mexico,15016,2017,axapusco,extorsion,enero,0.0
mexico,15016,2017,axapusco,homicidio,enero,0.0
mexico,15016,2018,axapusco,extorsion,enero,1.0
mexico,15016,2018,axapusco,homicidio,enero,0.0
mexico,15016,2019,axapusco,extorsion,enero,0.0
mexico,15016,2019,axapusco,homicidio,enero,0.0
mexico,15017,2015,ayapango,extorsion,enero,0.0
mexico,15017,2015,ayapango,homicidio,enero,0.0
mexico,15017,2016,ayapango,extorsion,enero,0.0
mexico,15017,2016,ayapango,homicidio,enero,0.0
mexico,15017,2017,ayapango,extorsion,enero,0.0
mexico,15017,2017,ayapango,homicidio,enero,0.0
mexico,15017,2018,ayapango,extorsion,enero,0.0
mexico,15017,2018,ayapango,homicidio,enero,0.0
mexico,15017,2019,ayapango,extorsion,enero,0.0
mexico,15017,2019,ayapango,homicidio,enero,0.0
mexico,15018,2015,calimaya,extorsion,enero,1.0
mexico,15018,2015,calimaya,homicidio,enero,0.0
mexico,15018,2016,calimaya,extorsion,enero,0.0
mexico,15018,2016,calimaya,homicidio,enero,0.0
mexico,15018,2017,calimaya,extorsion,enero,0.0
mexico,15018,2017,calimaya,homicidio,enero,0.0
mexico,15018,2018,calimaya,extorsion,enero,1.0
mexico,15018,2018,calimaya,homicidio,enero,0.0
mexico,15018,2019,calimaya,extorsion,enero,0.0
mexico,15018,2019,calimaya,homicidio,enero,1.0
mexico,15019,2015,capulhuac,extorsion,enero,0.0
mexico,15019,2015,capulhuac,homicidio,enero,0.0
mexico,15019,2016,capulhuac,extorsion,enero,1.0
mexico,15019,2016,capulhuac,homicidio,enero,1.0
mexico,15019,2017,capulhuac,extorsion,enero,0.0
mexico,15019,2017,capulhuac,homicidio,enero,0.0
mexico,15019,2018,capulhuac,extorsion,enero,0.0
mexico,15019,2018,capulhuac,homicidio,enero,0.0
mexico,15019,2019,capulhuac,extorsion,enero,0.0
mexico,15019,2019,capulhuac,homicidio,enero,1.0
mexico,15020,2015,coacalco de berriozabal,extorsion,enero,3.0
mexico,15020,2015,coacalco de berriozabal,homicidio,enero,1.0
mexico,15020,2016,coacalco de berriozabal,extorsion,enero,1.0
mexico,15020,2016,coacalco de berriozabal,homicidio,enero,3.0
mexico,15020,2017,coacalco de berriozabal,extorsion,enero,0.0
mexico,15020,2017,coacalco de berriozabal,homicidio,enero,3.0
mexico,15020,2018,coacalco de berriozabal,extorsion,enero,2.0
mexico,15020,2018,coacalco de berriozabal,homicidio,enero,2.0
mexico,15020,2019,coacalco de berriozabal,extorsion,enero,4.0
mexico,15020,2019,coacalco de berriozabal,homicidio,enero,4.0
mexico,15021,2015,coatepec harinas,extorsion,enero,0.0
mexico,15021,2015,coatepec harinas,homicidio,enero,0.0
mexico,15021,2016,coatepec harinas,extorsion,enero,0.0
mexico,15021,2016,coatepec harinas,homicidio,enero,1.0
mexico,15021,2017,coatepec harinas,extorsion,enero,0.0
mexico,15021,2017,coatepec harinas,homicidio,enero,0.0
mexico,15021,2018,coatepec harinas,extorsion,enero,0.0
mexico,15021,2018,coatepec harinas,homicidio,enero,0.0
mexico,15021,2019,coatepec harinas,extorsion,enero,0.0
mexico,15021,2019,coatepec harinas,homicidio,enero,1.0
mexico,15022,2015,cocotitlan,extorsion,enero,3.0
mexico,15022,2015,cocotitlan,homicidio,enero,1.0
mexico,15022,2016,cocotitlan,extorsion,enero,0.0
mexico,15022,2016,cocotitlan,homicidio,enero,0.0
mexico,15022,2017,cocotitlan,extorsion,enero,0.0
mexico,15022,2017,cocotitlan,homicidio,enero,1.0
mexico,15022,2018,cocotitlan,extorsion,enero,0.0
mexico,15022,2018,cocotitlan,homicidio,enero,1.0
mexico,15022,2019,cocotitlan,extorsion,enero,0.0
mexico,15022,2019,cocotitlan,homicidio,enero,0.0
mexico,15023,2015,coyotepec,extorsion,enero,0.0
mexico,15023,2015,coyotepec,homicidio,enero,3.0
mexico,15023,2016,coyotepec,extorsion,enero,0.0
mexico,15023,2016,coyotepec,homicidio,enero,0.0
mexico,15023,2017,coyotepec,extorsion,enero,0.0
mexico,15023,2017,coyotepec,homicidio,enero,3.0
mexico,15023,2018,coyotepec,extorsion,enero,3.0
mexico,15023,2018,coyotepec,homicidio,enero,1.0
mexico,15023,2019,coyotepec,extorsion,enero,0.0
mexico,15023,2019,coyotepec,homicidio,enero,3.0
mexico,15024,2015,cuautitlan,extorsion,enero,1.0
mexico,15024,2015,cuautitlan,homicidio,enero,0.0
mexico,15024,2016,cuautitlan,extorsion,enero,1.0
mexico,15024,2016,cuautitlan,homicidio,enero,1.0
mexico,15024,2017,cuautitlan,extorsion,enero,2.0
mexico,15024,2017,cuautitlan,homicidio,enero,2.0
mexico,15024,2018,cuautitlan,extorsion,enero,1.0
mexico,15024,2018,cuautitlan,homicidio,enero,1.0
mexico,15024,2019,cuautitlan,extorsion,enero,0.0
mexico,15024,2019,cuautitlan,homicidio,enero,0.0
mexico,15025,2015,chalco,extorsion,enero,4.0
mexico,15025,2015,chalco,homicidio,enero,3.0
mexico,15025,2016,chalco,extorsion,enero,1.0
mexico,15025,2016,chalco,homicidio,enero,5.0
mexico,15025,2017,chalco,extorsion,enero,5.0
mexico,15025,2017,chalco,homicidio,enero,4.0
mexico,15025,2018,chalco,extorsion,enero,2.0
mexico,15025,2018,chalco,homicidio,enero,2.0
mexico,15025,2019,chalco,extorsion,enero,5.0
mexico,15025,2019,chalco,homicidio,enero,10.0
mexico,15026,2015,chapa de mota,extorsion,enero,0.0
mexico,15026,2015,chapa de mota,homicidio,enero,1.0
mexico,15026,2016,chapa de mota,extorsion,enero,0.0
mexico,15026,2016,chapa de mota,homicidio,enero,0.0
mexico,15026,2017,chapa de mota,extorsion,enero,0.0
mexico,15026,2017,chapa de mota,homicidio,enero,0.0
mexico,15026,2018,chapa de mota,extorsion,enero,0.0
mexico,15026,2018,chapa de mota,homicidio,enero,0.0
mexico,15026,2019,chapa de mota,extorsion,enero,0.0
mexico,15026,2019,chapa de mota,homicidio,enero,0.0
mexico,15027,2015,chapultepec,extorsion,enero,0.0
mexico,15027,2015,chapultepec,homicidio,enero,0.0
mexico,15027,2016,chapultepec,extorsion,enero,0.0
mexico,15027,2016,chapultepec,homicidio,enero,0.0
mexico,15027,2017,chapultepec,extorsion,enero,0.0
mexico,15027,2017,chapultepec,homicidio,enero,0.0
mexico,15027,2018,chapultepec,extorsion,enero,0.0
mexico,15027,2018,chapultepec,homicidio,enero,0.0
mexico,15027,2019,chapultepec,extorsion,enero,0.0
mexico,15027,2019,chapultepec,homicidio,enero,0.0
mexico,15028,2015,chiautla,extorsion,enero,0.0
mexico,15028,2015,chiautla,homicidio,enero,2.0
mexico,15028,2016,chiautla,extorsion,enero,0.0
mexico,15028,2016,chiautla,homicidio,enero,1.0
mexico,15028,2017,chiautla,extorsion,enero,0.0
mexico,15028,2017,chiautla,homicidio,enero,0.0
mexico,15028,2018,chiautla,extorsion,enero,0.0
mexico,15028,2018,chiautla,homicidio,enero,0.0
mexico,15028,2019,chiautla,extorsion,enero,0.0
mexico,15028,2019,chiautla,homicidio,enero,2.0
mexico,15029,2015,chicoloapan,extorsion,enero,3.0
mexico,15029,2015,chicoloapan,homicidio,enero,2.0
mexico,15029,2016,chicoloapan,extorsion,enero,1.0
mexico,15029,2016,chicoloapan,homicidio,enero,3.0
mexico,15029,2017,chicoloapan,extorsion,enero,0.0
mexico,15029,2017,chicoloapan,homicidio,enero,3.0
mexico,15029,2018,chicoloapan,extorsion,enero,1.0
mexico,15029,2018,chicoloapan,homicidio,enero,5.0
mexico,15029,2019,chicoloapan,extorsion,enero,1.0
mexico,15029,2019,chicoloapan,homicidio,enero,2.0
mexico,15030,2015,chiconcuac,extorsion,enero,0.0
mexico,15030,2015,chiconcuac,homicidio,enero,0.0
mexico,15030,2016,chiconcuac,extorsion,enero,0.0
mexico,15030,2016,chiconcuac,homicidio,enero,0.0
mexico,15030,2017,chiconcuac,extorsion,enero,1.0
mexico,15030,2017,chiconcuac,homicidio,enero,0.0
mexico,15030,2018,chiconcuac,extorsion,enero,0.0
mexico,15030,2018,chiconcuac,homicidio,enero,0.0
mexico,15030,2019,chiconcuac,extorsion,enero,1.0
mexico,15030,2019,chiconcuac,homicidio,enero,1.0
mexico,15031,2015,chimalhuacan,extorsion,enero,5.0
mexico,15031,2015,chimalhuacan,homicidio,enero,6.0
mexico,15031,2016,chimalhuacan,extorsion,enero,1.0
mexico,15031,2016,chimalhuacan,homicidio,enero,7.0
mexico,15031,2017,chimalhuacan,extorsion,enero,2.0
mexico,15031,2017,chimalhuacan,homicidio,enero,9.0
mexico,15031,2018,chimalhuacan,extorsion,enero,0.0
mexico,15031,2018,chimalhuacan,homicidio,enero,10.0
mexico,15031,2019,chimalhuacan,extorsion,enero,6.0
mexico,15031,2019,chimalhuacan,homicidio,enero,15.0
mexico,15032,2015,donato guerra,extorsion,enero,0.0
mexico,15032,2015,donato guerra,homicidio,enero,2.0
mexico,15032,2016,donato guerra,extorsion,enero,0.0
mexico,15032,2016,donato guerra,homicidio,enero,1.0
mexico,15032,2017,donato guerra,extorsion,enero,0.0
mexico,15032,2017,donato guerra,homicidio,enero,0.0
mexico,15032,2018,donato guerra,extorsion,enero,0.0
mexico,15032,2018,donato guerra,homicidio,enero,1.0
mexico,15032,2019,donato guerra,extorsion,enero,0.0
mexico,15032,2019,donato guerra,homicidio,enero,0.0
mexico,15033,2015,ecatepec de morelos,extorsion,enero,16.0
mexico,15033,2015,ecatepec de morelos,homicidio,enero,31.0
mexico,15033,2016,ecatepec de morelos,extorsion,enero,16.0
mexico,15033,2016,ecatepec de morelos,homicidio,enero,28.0
mexico,15033,2017,ecatepec de morelos,extorsion,enero,11.0
mexico,15033,2017,ecatepec de morelos,homicidio,enero,31.0
mexico,15033,2018,ecatepec de morelos,extorsion,enero,8.0
mexico,15033,2018,ecatepec de morelos,homicidio,enero,26.0
mexico,15033,2019,ecatepec de morelos,extorsion,enero,22.0
mexico,15033,2019,ecatepec de morelos,homicidio,enero,33.0
mexico,15034,2015,ecatzingo,extorsion,enero,0.0
mexico,15034,2015,ecatzingo,homicidio,enero,0.0
mexico,15034,2016,ecatzingo,extorsion,enero,0.0
mexico,15034,2016,ecatzingo,homicidio,enero,1.0
mexico,15034,2017,ecatzingo,extorsion,enero,0.0
mexico,15034,2017,ecatzingo,homicidio,enero,0.0
mexico,15034,2018,ecatzingo,extorsion,enero,0.0
mexico,15034,2018,ecatzingo,homicidio,enero,0.0
mexico,15034,2019,ecatzingo,extorsion,enero,0.0
mexico,15034,2019,ecatzingo,homicidio,enero,0.0
mexico,15035,2015,huehuetoca,extorsion,enero,0.0
mexico,15035,2015,huehuetoca,homicidio,enero,4.0
mexico,15035,2016,huehuetoca,extorsion,enero,0.0
mexico,15035,2016,huehuetoca,homicidio,enero,1.0
mexico,15035,2017,huehuetoca,extorsion,enero,0.0
mexico,15035,2017,huehuetoca,homicidio,enero,0.0
mexico,15035,2018,huehuetoca,extorsion,enero,0.0
mexico,15035,2018,huehuetoca,homicidio,enero,1.0
mexico,15035,2019,huehuetoca,extorsion,enero,0.0
mexico,15035,2019,huehuetoca,homicidio,enero,1.0
mexico,15036,2015,hueypoxtla,extorsion,enero,0.0
mexico,15036,2015,hueypoxtla,homicidio,enero,0.0
mexico,15036,2016,hueypoxtla,extorsion,enero,0.0
mexico,15036,2016,hueypoxtla,homicidio,enero,1.0
mexico,15036,2017,hueypoxtla,extorsion,enero,0.0
mexico,15036,2017,hueypoxtla,homicidio,enero,1.0
mexico,15036,2018,hueypoxtla,extorsion,enero,0.0
mexico,15036,2018,hueypoxtla,homicidio,enero,2.0
mexico,15036,2019,hueypoxtla,extorsion,enero,0.0
mexico,15036,2019,hueypoxtla,homicidio,enero,0.0
mexico,15037,2015,huixquilucan,extorsion,enero,1.0
mexico,15037,2015,huixquilucan,homicidio,enero,3.0
mexico,15037,2016,huixquilucan,extorsion,enero,2.0
mexico,15037,2016,huixquilucan,homicidio,enero,2.0
mexico,15037,2017,huixquilucan,extorsion,enero,3.0
mexico,15037,2017,huixquilucan,homicidio,enero,0.0
mexico,15037,2018,huixquilucan,extorsion,enero,1.0
mexico,15037,2018,huixquilucan,homicidio,enero,3.0
mexico,15037,2019,huixquilucan,extorsion,enero,1.0
mexico,15037,2019,huixquilucan,homicidio,enero,2.0
mexico,15038,2015,isidro fabela,extorsion,enero,0.0
mexico,15038,2015,isidro fabela,homicidio,enero,1.0
mexico,15038,2016,isidro fabela,extorsion,enero,0.0
mexico,15038,2016,isidro fabela,homicidio,enero,0.0
mexico,15038,2017,isidro fabela,extorsion,enero,0.0
mexico,15038,2017,isidro fabela,homicidio,enero,0.0
mexico,15038,2018,isidro fabela,extorsion,enero,0.0
mexico,15038,2018,isidro fabela,homicidio,enero,0.0
mexico,15038,2019,isidro fabela,extorsion,enero,0.0
mexico,15038,2019,isidro fabela,homicidio,enero,1.0
mexico,15039,2015,ixtapaluca,extorsion,enero,3.0
mexico,15039,2015,ixtapaluca,homicidio,enero,3.0
mexico,15039,2016,ixtapaluca,extorsion,enero,5.0
mexico,15039,2016,ixtapaluca,homicidio,enero,4.0
mexico,15039,2017,ixtapaluca,extorsion,enero,2.0
mexico,15039,2017,ixtapaluca,homicidio,enero,1.0
mexico,15039,2018,ixtapaluca,extorsion,enero,4.0
mexico,15039,2018,ixtapaluca,homicidio,enero,2.0
mexico,15039,2019,ixtapaluca,extorsion,enero,7.0
mexico,15039,2019,ixtapaluca,homicidio,enero,3.0
mexico,15040,2015,ixtapan de la sal,extorsion,enero,0.0
mexico,15040,2015,ixtapan de la sal,homicidio,enero,0.0
mexico,15040,2016,ixtapan de la sal,extorsion,enero,0.0
mexico,15040,2016,ixtapan de la sal,homicidio,enero,0.0
mexico,15040,2017,ixtapan de la sal,extorsion,enero,0.0
mexico,15040,2017,ixtapan de la sal,homicidio,enero,1.0
mexico,15040,2018,ixtapan de la sal,extorsion,enero,0.0
mexico,15040,2018,ixtapan de la sal,homicidio,enero,0.0
mexico,15040,2019,ixtapan de la sal,extorsion,enero,0.0
mexico,15040,2019,ixtapan de la sal,homicidio,enero,0.0
mexico,15041,2015,ixtapan del oro,extorsion,enero,0.0
mexico,15041,2015,ixtapan del oro,homicidio,enero,1.0
mexico,15041,2016,ixtapan del oro,extorsion,enero,0.0
mexico,15041,2016,ixtapan del oro,homicidio,enero,0.0
mexico,15041,2017,ixtapan del oro,extorsion,enero,0.0
mexico,15041,2017,ixtapan del oro,homicidio,enero,0.0
mexico,15041,2018,ixtapan del oro,extorsion,enero,0.0
mexico,15041,2018,ixtapan del oro,homicidio,enero,0.0
mexico,15041,2019,ixtapan del oro,extorsion,enero,0.0
mexico,15041,2019,ixtapan del oro,homicidio,enero,0.0
mexico,15042,2015,ixtlahuaca,extorsion,enero,0.0
mexico,15042,2015,ixtlahuaca,homicidio,enero,0.0
mexico,15042,2016,ixtlahuaca,extorsion,enero,1.0
mexico,15042,2016,ixtlahuaca,homicidio,enero,0.0
mexico,15042,2017,ixtlahuaca,extorsion,enero,0.0
mexico,15042,2017,ixtlahuaca,homicidio,enero,0.0
mexico,15042,2018,ixtlahuaca,extorsion,enero,0.0
mexico,15042,2018,ixtlahuaca,homicidio,enero,0.0
mexico,15042,2019,ixtlahuaca,extorsion,enero,2.0
mexico,15042,2019,ixtlahuaca,homicidio,enero,0.0
mexico,15043,2015,xalatlaco,extorsion,enero,0.0
mexico,15043,2015,xalatlaco,homicidio,enero,0.0
mexico,15043,2016,xalatlaco,extorsion,enero,0.0
mexico,15043,2016,xalatlaco,homicidio,enero,0.0
mexico,15043,2017,xalatlaco,extorsion,enero,1.0
mexico,15043,2017,xalatlaco,homicidio,enero,0.0
mexico,15043,2018,xalatlaco,extorsion,enero,0.0
mexico,15043,2018,xalatlaco,homicidio,enero,1.0
mexico,15043,2019,xalatlaco,extorsion,enero,0.0
mexico,15043,2019,xalatlaco,homicidio,enero,0.0
mexico,15044,2015,jaltenco,extorsion,enero,1.0
mexico,15044,2015,jaltenco,homicidio,enero,0.0
mexico,15044,2016,jaltenco,extorsion,enero,0.0
mexico,15044,2016,jaltenco,homicidio,enero,0.0
mexico,15044,2017,jaltenco,extorsion,enero,0.0
mexico,15044,2017,jaltenco,homicidio,enero,0.0
mexico,15044,2018,jaltenco,extorsion,enero,0.0
mexico,15044,2018,jaltenco,homicidio,enero,2.0
mexico,15044,2019,jaltenco,extorsion,enero,0.0
mexico,15044,2019,jaltenco,homicidio,enero,1.0
mexico,15045,2015,jilotepec,extorsion,enero,1.0
mexico,15045,2015,jilotepec,homicidio,enero,0.0
mexico,15045,2016,jilotepec,extorsion,enero,0.0
mexico,15045,2016,jilotepec,homicidio,enero,2.0
mexico,15045,2017,jilotepec,extorsion,enero,0.0
mexico,15045,2017,jilotepec,homicidio,enero,0.0
mexico,15045,2018,jilotepec,extorsion,enero,0.0
mexico,15045,2018,jilotepec,homicidio,enero,0.0
mexico,15045,2019,jilotepec,extorsion,enero,1.0
mexico,15045,2019,jilotepec,homicidio,enero,0.0
mexico,15046,2015,jilotzingo,extorsion,enero,0.0
mexico,15046,2015,jilotzingo,homicidio,enero,0.0
mexico,15046,2016,jilotzingo,extorsion,enero,0.0
mexico,15046,2016,jilotzingo,homicidio,enero,0.0
mexico,15046,2017,jilotzingo,extorsion,enero,0.0
mexico,15046,2017,jilotzingo,homicidio,enero,1.0
mexico,15046,2018,jilotzingo,extorsion,enero,0.0
mexico,15046,2018,jilotzingo,homicidio,enero,1.0
mexico,15046,2019,jilotzingo,extorsion,enero,1.0
mexico,15046,2019,jilotzingo,homicidio,enero,0.0
mexico,15047,2015,jiquipilco,extorsion,enero,0.0
mexico,15047,2015,jiquipilco,homicidio,enero,0.0
mexico,15047,2016,jiquipilco,extorsion,enero,0.0
mexico,15047,2016,jiquipilco,homicidio,enero,0.0
mexico,15047,2017,jiquipilco,extorsion,enero,1.0
mexico,15047,2017,jiquipilco,homicidio,enero,0.0
mexico,15047,2018,jiquipilco,extorsion,enero,0.0
mexico,15047,2018,jiquipilco,homicidio,enero,1.0
mexico,15047,2019,jiquipilco,extorsion,enero,0.0
mexico,15047,2019,jiquipilco,homicidio,enero,0.0
mexico,15048,2015,jocotitlan,extorsion,enero,1.0
mexico,15048,2015,jocotitlan,homicidio,enero,1.0
mexico,15048,2016,jocotitlan,extorsion,enero,0.0
mexico,15048,2016,jocotitlan,homicidio,enero,1.0
mexico,15048,2017,jocotitlan,extorsion,enero,0.0
mexico,15048,2017,jocotitlan,homicidio,enero,0.0
mexico,15048,2018,jocotitlan,extorsion,enero,0.0
mexico,15048,2018,jocotitlan,homicidio,enero,0.0
mexico,15048,2019,jocotitlan,extorsion,enero,0.0
mexico,15048,2019,jocotitlan,homicidio,enero,0.0
mexico,15049,2015,joquicingo,extorsion,enero,0.0
mexico,15049,2015,joquicingo,homicidio,enero,0.0
mexico,15049,2016,joquicingo,extorsion,enero,0.0
mexico,15049,2016,joquicingo,homicidio,enero,0.0
mexico,15049,2017,joquicingo,extorsion,enero,0.0
mexico,15049,2017,joquicingo,homicidio,enero,0.0
mexico,15049,2018,joquicingo,extorsion,enero,0.0
mexico,15049,2018,joquicingo,homicidio,enero,0.0
mexico,15049,2019,joquicingo,extorsion,enero,0.0
mexico,15049,2019,joquicingo,homicidio,enero,0.0
mexico,15050,2015,juchitepec,extorsion,enero,1.0
mexico,15050,2015,juchitepec,homicidio,enero,0.0
mexico,15050,2016,juchitepec,extorsion,enero,0.0
mexico,15050,2016,juchitepec,homicidio,enero,0.0
mexico,15050,2017,juchitepec,extorsion,enero,0.0
mexico,15050,2017,juchitepec,homicidio,enero,0.0
mexico,15050,2018,juchitepec,extorsion,enero,0.0
mexico,15050,2018,juchitepec,homicidio,enero,0.0
mexico,15050,2019,juchitepec,extorsion,enero,1.0
mexico,15050,2019,juchitepec,homicidio,enero,0.0
mexico,15051,2015,lerma,extorsion,enero,0.0
mexico,15051,2015,lerma,homicidio,enero,1.0
mexico,15051,2016,lerma,extorsion,enero,2.0
mexico,15051,2016,lerma,homicidio,enero,0.0
mexico,15051,2017,lerma,extorsion,enero,1.0
mexico,15051,2017,lerma,homicidio,enero,0.0
mexico,15051,2018,lerma,extorsion,enero,0.0
mexico,15051,2018,lerma,homicidio,enero,0.0
mexico,15051,2019,lerma,extorsion,enero,1.0
mexico,15051,2019,lerma,homicidio,enero,2.0
mexico,15052,2015,malinalco,extorsion,enero,0.0
mexico,15052,2015,malinalco,homicidio,enero,1.0
mexico,15052,2016,malinalco,extorsion,enero,0.0
mexico,15052,2016,malinalco,homicidio,enero,1.0
mexico,15052,2017,malinalco,extorsion,enero,0.0
mexico,15052,2017,malinalco,homicidio,enero,0.0
mexico,15052,2018,malinalco,extorsion,enero,1.0
mexico,15052,2018,malinalco,homicidio,enero,0.0
mexico,15052,2019,malinalco,extorsion,enero,0.0
mexico,15052,2019,malinalco,homicidio,enero,0.0
mexico,15053,2015,melchor ocampo,extorsion,enero,0.0
mexico,15053,2015,melchor ocampo,homicidio,enero,0.0
mexico,15053,2016,melchor ocampo,extorsion,enero,0.0
mexico,15053,2016,melchor ocampo,homicidio,enero,2.0
mexico,15053,2017,melchor ocampo,extorsion,enero,0.0
mexico,15053,2017,melchor ocampo,homicidio,enero,0.0
mexico,15053,2018,melchor ocampo,extorsion,enero,0.0
mexico,15053,2018,melchor ocampo,homicidio,enero,1.0
mexico,15053,2019,melchor ocampo,extorsion,enero,0.0
mexico,15053,2019,melchor ocampo,homicidio,enero,0.0
mexico,15054,2015,metepec,extorsion,enero,2.0
mexico,15054,2015,metepec,homicidio,enero,3.0
mexico,15054,2016,metepec,extorsion,enero,3.0
mexico,15054,2016,metepec,homicidio,enero,0.0
mexico,15054,2017,metepec,extorsion,enero,0.0
mexico,15054,2017,metepec,homicidio,enero,0.0
mexico,15054,2018,metepec,extorsion,enero,3.0
mexico,15054,2018,metepec,homicidio,enero,0.0
mexico,15054,2019,metepec,extorsion,enero,5.0
mexico,15054,2019,metepec,homicidio,enero,1.0
mexico,15055,2015,mexicaltzingo,extorsion,enero,0.0
mexico,15055,2015,mexicaltzingo,homicidio,enero,0.0
mexico,15055,2016,mexicaltzingo,extorsion,enero,0.0
mexico,15055,2016,mexicaltzingo,homicidio,enero,0.0
mexico,15055,2017,mexicaltzingo,extorsion,enero,0.0
mexico,15055,2017,mexicaltzingo,homicidio,enero,0.0
mexico,15055,2018,mexicaltzingo,extorsion,enero,0.0
mexico,15055,2018,mexicaltzingo,homicidio,enero,0.0
mexico,15055,2019,mexicaltzingo,extorsion,enero,0.0
mexico,15055,2019,mexicaltzingo,homicidio,enero,0.0
mexico,15056,2015,morelos,extorsion,enero,0.0
mexico,15056,2015,morelos,homicidio,enero,0.0
mexico,15056,2016,morelos,extorsion,enero,0.0
mexico,15056,2016,morelos,homicidio,enero,0.0
mexico,15056,2017,morelos,extorsion,enero,0.0
mexico,15056,2017,morelos,homicidio,enero,0.0
mexico,15056,2018,morelos,extorsion,enero,0.0
mexico,15056,2018,morelos,homicidio,enero,0.0
mexico,15056,2019,morelos,extorsion,enero,0.0
mexico,15056,2019,morelos,homicidio,enero,0.0
mexico,15057,2015,naucalpan de juarez,extorsion,enero,6.0
mexico,15057,2015,naucalpan de juarez,homicidio,enero,12.0
mexico,15057,2016,naucalpan de juarez,extorsion,enero,7.0
