entidad,inegi,año,municipio,tipo,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
mexico,15027,2019,chapultepec,homicidio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15028,2015,chiautla,extorsion,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15028,2015,chiautla,homicidio,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15028,2016,chiautla,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15028,2016,chiautla,homicidio,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15028,2017,chiautla,extorsion,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
mexico,15028,2017,chiautla,homicidio,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
mexico,15028,2018,chiautla,extorsion,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
mexico,15028,2018,chiautla,homicidio,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
mexico,15028,2019,chiautla,extorsion,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
mexico,15028,2019,chiautla,homicidio,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15029,2015,chicoloapan,extorsion,3.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0
mexico,15029,2015,chicoloapan,homicidio,2.0,2.0,3.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,2.0,4.0
mexico,15029,2016,chicoloapan,extorsion,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
mexico,15029,2016,chicoloapan,homicidio,3.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,4.0
mexico,15029,2017,chicoloapan,extorsion,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
mexico,15029,2017,chicoloapan,homicidio,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0
mexico,15029,2018,chicoloapan,extorsion,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
mexico,15029,2018,chicoloapan,homicidio,5.0,6.0,0.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,0.0,2.0
mexico,15029,2019,chicoloapan,extorsion,1.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,5.0,5.0,4.0
mexico,15029,2019,chicoloapan,homicidio,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0
mexico,15030,2015,chiconcuac,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15030,2015,chiconcuac,homicidio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15030,2016,chiconcuac,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15030,2016,chiconcuac,homicidio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15030,2017,chiconcuac,extorsion,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15030,2017,chiconcuac,homicidio,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
mexico,15030,2018,chiconcuac,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15030,2018,chiconcuac,homicidio,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15030,2019,chiconcuac,extorsion,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
mexico,15030,2019,chiconcuac,homicidio,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
mexico,15031,2015,chimalhuacan,extorsion,5.0,1.0,3.0,1.0,3.0,2.0,3.0,5.0,6.0,5.0,2.0,6.0
mexico,15031,2015,chimalhuacan,homicidio,6.0,6.0,15.0,9.0,14.0,17.0,12.0,9.0,12.0,7.0,11.0,14.0
mexico,15031,2016,chimalhuacan,extorsion,1.0,7.0,8.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
mexico,15031,2016,chimalhuacan,homicidio,7.0,10.0,9.0,14.0,12.0,13.0,15.0,8.0,9.0,5.0,9.0,8.0
mexico,15031,2017,chimalhuacan,extorsion,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0
mexico,15031,2017,chimalhuacan,homicidio,9.0,5.0,2.0,11.0,15.0,14.0,6.0,5.0,12.0,13.0,7.0,12.0
mexico,15031,2018,chimalhuacan,extorsion,0.0,2.0,1.0,4.0,0.0,2.0,4.0,3.0,0.0,5.0,6.0,2.0
mexico,15031,2018,chimalhuacan,homicidio,10.0,7.0,9.0,8.0,8.0,9.0,12.0,4.0,14.0,16.0,4.0,9.0
mexico,15031,2019,chimalhuacan,extorsion,6.0,8.0,1.0,2.0,1.0,5.0,11.0,8.0,6.0,9.0,7.0,2.0
mexico,15031,2019,chimalhuacan,homicidio,15.0,9.0,14.0,10.0,6.0,8.0,11.0,9.0,8.0,7.0,6.0,6.0
mexico,15032,2015,donato guerra,extorsion,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15032,2015,donato guerra,homicidio,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15032,2016,donato guerra,extorsion,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15032,2016,donato guerra,homicidio,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15032,2017,donato guerra,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15032,2017,donato guerra,homicidio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15032,2018,donato guerra,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15032,2018,donato guerra,homicidio,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15032,2019,donato guerra,extorsion,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15032,2019,donato guerra,homicidio,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0
mexico,15033,2015,ecatepec de morelos,extorsion,16.0,14.0,21.0,19.0,24.0,17.0,18.0,18.0,11.0,10.0,10.0,17.0
mexico,15033,2015,ecatepec de morelos,homicidio,31.0,25.0,29.0,34.0,27.0,28.0,21.0,36.0,27.0,28.0,29.0,34.0
mexico,15033,2016,ecatepec de morelos,extorsion,16.0,16.0,18.0,17.0,16.0,13.0,26.0,19.0,25.0,28.0,17.0,20.0
mexico,15033,2016,ecatepec de morelos,homicidio,28.0,14.0,36.0,24.0,26.0,24.0,16.0,22.0,20.0,26.0,29.0,33.0
mexico,15033,2017,ecatepec de morelos,extorsion,11.0,11.0,22.0,19.0,23.0,23.0,13.0,22.0,13.0,21.0,15.0,9.0
mexico,15033,2017,ecatepec de morelos,homicidio,31.0,24.0,36.0,29.0,26.0,22.0,18.0,18.0,16.0,28.0,30.0,40.0
mexico,15033,2018,ecatepec de morelos,extorsion,8.0,14.0,14.0,20.0,20.0,10.0,19.0,19.0,18.0,26.0,16.0,24.0
mexico,15033,2018,ecatepec de morelos,homicidio,26.0,22.0,28.0,32.0,30.0,21.0,32.0,22.0,25.0,34.0,16.0,28.0
mexico,15033,2019,ecatepec de morelos,extorsion,22.0,29.0,16.0,18.0,31.0,30.0,31.0,34.0,24.0,21.0,19.0,21.0
mexico,15033,2019,ecatepec de morelos,homicidio,33.0,31.0,21.0,20.0,25.0,32.0,20.0,30.0,19.0,21.0,25.0,21.0
mexico,15034,2015,ecatzingo,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15034,2015,ecatzingo,homicidio,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15034,2016,ecatzingo,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15034,2016,ecatzingo,homicidio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15034,2017,ecatzingo,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15034,2017,ecatzingo,homicidio,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15034,2018,ecatzingo,extorsion,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
mexico,15034,2018,ecatzingo,homicidio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15034,2019,ecatzingo,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15034,2019,ecatzingo,homicidio,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
mexico,15035,2015,huehuetoca,extorsion,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
mexico,15035,2015,huehuetoca,homicidio,4.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0
mexico,15035,2016,huehuetoca,extorsion,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
mexico,15035,2016,huehuetoca,homicidio,1.0,2.0,2.0,0.0,3.0,1.0,3.0,3.0,2.0,3.0,5.0,1.0
mexico,15035,2017,huehuetoca,extorsion,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
mexico,15035,2017,huehuetoca,homicidio,0.0,1.0,1.0,3.0,7.0,2.0,3.0,2.0,3.0,5.0,1.0,4.0
mexico,15035,2018,huehuetoca,extorsion,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
mexico,15035,2018,huehuetoca,homicidio,1.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,7.0,8.0,8.0,9.0
mexico,15035,2019,huehuetoca,extorsion,0.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0
mexico,15035,2019,huehuetoca,homicidio,1.0,1.0,5.0,2.0,4.0,9.0,7.0,2.0,3.0,1.0,3.0,6.0
mexico,15036,2015,hueypoxtla,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15036,2015,hueypoxtla,homicidio,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15036,2016,hueypoxtla,extorsion,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15036,2016,hueypoxtla,homicidio,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0
mexico,15036,2017,hueypoxtla,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15036,2017,hueypoxtla,homicidio,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
mexico,15036,2018,hueypoxtla,extorsion,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
mexico,15036,2018,hueypoxtla,homicidio,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0
mexico,15036,2019,hueypoxtla,extorsion,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15036,2019,hueypoxtla,homicidio,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0
mexico,15037,2015,huixquilucan,extorsion,1.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,0.0,2.0,1.0
mexico,15037,2015,huixquilucan,homicidio,3.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,3.0
mexico,15037,2016,huixquilucan,extorsion,2.0,4.0,2.0,6.0,1.0,3.0,2.0,2.0,1.0,4.0,2.0,6.0
mexico,15037,2016,huixquilucan,homicidio,2.0,3.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0
mexico,15037,2017,huixquilucan,extorsion,3.0,0.0,1.0,1.0,1.0,4.0,2.0,5.0,3.0,2.0,3.0,1.0
mexico,15037,2017,huixquilucan,homicidio,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0
mexico,15037,2018,huixquilucan,extorsion,1.0,0.0,0.0,5.0,3.0,2.0,4.0,6.0,6.0,1.0,4.0,5.0
mexico,15037,2018,huixquilucan,homicidio,3.0,1.0,1.0,0.0,1.0,3.0,4.0,3.0,0.0,3.0,4.0,1.0
mexico,15037,2019,huixquilucan,extorsion,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,5.0,4.0,1.0,2.0
mexico,15037,2019,huixquilucan,homicidio,2.0,1.0,1.0,4.0,2.0,1.0,5.0,7.0,2.0,2.0,3.0,5.0
mexico,15038,2015,isidro fabela,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15038,2015,isidro fabela,homicidio,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
mexico,15038,2016,isidro fabela,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15038,2016,isidro fabela,homicidio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15038,2017,isidro fabela,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15038,2017,isidro fabela,homicidio,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
mexico,15038,2018,isidro fabela,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15038,2018,isidro fabela,homicidio,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
mexico,15038,2019,isidro fabela,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15038,2019,isidro fabela,homicidio,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
mexico,15039,2015,ixtapaluca,extorsion,3.0,11.0,5.0,8.0,7.0,5.0,7.0,7.0,5.0,1.0,8.0,11.0
mexico,15039,2015,ixtapaluca,homicidio,3.0,0.0,2.0,7.0,4.0,6.0,3.0,3.0,6.0,4.0,3.0,1.0
mexico,15039,2016,ixtapaluca,extorsion,5.0,8.0,6.0,2.0,6.0,6.0,6.0,2.0,4.0,7.0,8.0,6.0
mexico,15039,2016,ixtapaluca,homicidio,4.0,3.0,4.0,4.0,0.0,7.0,3.0,7.0,1.0,7.0,4.0,7.0
mexico,15039,2017,ixtapaluca,extorsion,2.0,5.0,2.0,5.0,8.0,4.0,9.0,4.0,4.0,8.0,4.0,2.0
mexico,15039,2017,ixtapaluca,homicidio,1.0,2.0,7.0,3.0,4.0,6.0,5.0,4.0,2.0,1.0,2.0,3.0
mexico,15039,2018,ixtapaluca,extorsion,4.0,4.0,7.0,4.0,4.0,3.0,11.0,3.0,7.0,6.0,10.0,1.0
mexico,15039,2018,ixtapaluca,homicidio,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,5.0
mexico,15039,2019,ixtapaluca,extorsion,7.0,2.0,4.0,6.0,8.0,6.0,3.0,9.0,6.0,5.0,2.0,4.0
mexico,15039,2019,ixtapaluca,homicidio,3.0,5.0,5.0,13.0,9.0,4.0,6.0,3.0,3.0,4.0,4.0,3.0
mexico,15040,2015,ixtapan de la sal,extorsion,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
mexico,15040,2015,ixtapan de la sal,homicidio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15040,2016,ixtapan de la sal,extorsion,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0
mexico,15040,2016,ixtapan de la sal,homicidio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15040,2017,ixtapan de la sal,extorsion,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
mexico,15040,2017,ixtapan de la sal,homicidio,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15040,2018,ixtapan de la sal,extorsion,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
mexico,15040,2018,ixtapan de la sal,homicidio,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
mexico,15040,2019,ixtapan de la sal,extorsion,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0
mexico,15040,2019,ixtapan de la sal,homicidio,0.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
mexico,15041,2015,ixtapan del oro,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15041,2015,ixtapan del oro,homicidio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15041,2016,ixtapan del oro,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15041,2016,ixtapan del oro,homicidio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15041,2017,ixtapan del oro,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15041,2017,ixtapan del oro,homicidio,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15041,2018,ixtapan del oro,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15041,2018,ixtapan del oro,homicidio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
mexico,15041,2019,ixtapan del oro,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15041,2019,ixtapan del oro,homicidio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
mexico,15042,2015,ixtlahuaca,extorsion,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15042,2015,ixtlahuaca,homicidio,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15042,2016,ixtlahuaca,extorsion,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15042,2016,ixtlahuaca,homicidio,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
mexico,15042,2017,ixtlahuaca,extorsion,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15042,2017,ixtlahuaca,homicidio,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15042,2018,ixtlahuaca,extorsion,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
mexico,15042,2018,ixtlahuaca,homicidio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
mexico,15042,2019,ixtlahuaca,extorsion,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
mexico,15042,2019,ixtlahuaca,homicidio,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0
mexico,15043,2015,xalatlaco,extorsion,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15043,2015,xalatlaco,homicidio,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15043,2016,xalatlaco,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15043,2016,xalatlaco,homicidio,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
mexico,15043,2017,xalatlaco,extorsion,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
mexico,15043,2017,xalatlaco,homicidio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15043,2018,xalatlaco,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15043,2018,xalatlaco,homicidio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
mexico,15043,2019,xalatlaco,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
mexico,15043,2019,xalatlaco,homicidio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
mexico,15044,2015,jaltenco,extorsion,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15044,2015,jaltenco,homicidio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15044,2016,jaltenco,extorsion,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
mexico,15044,2016,jaltenco,homicidio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
mexico,15044,2017,jaltenco,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15044,2017,jaltenco,homicidio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
mexico,15044,2018,jaltenco,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
mexico,15044,2018,jaltenco,homicidio,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
mexico,15044,2019,jaltenco,extorsion,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
mexico,15044,2019,jaltenco,homicidio,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15045,2015,jilotepec,extorsion,1.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15045,2015,jilotepec,homicidio,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
mexico,15045,2016,jilotepec,extorsion,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15045,2016,jilotepec,homicidio,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
mexico,15045,2017,jilotepec,extorsion,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15045,2017,jilotepec,homicidio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
mexico,15045,2018,jilotepec,extorsion,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15045,2018,jilotepec,homicidio,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
mexico,15045,2019,jilotepec,extorsion,1.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0
mexico,15045,2019,jilotepec,homicidio,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0
mexico,15046,2015,jilotzingo,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15046,2015,jilotzingo,homicidio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
mexico,15046,2016,jilotzingo,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
mexico,15046,2016,jilotzingo,homicidio,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0
mexico,15046,2017,jilotzingo,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
mexico,15046,2017,jilotzingo,homicidio,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
mexico,15046,2018,jilotzingo,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15046,2018,jilotzingo,homicidio,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0
mexico,15046,2019,jilotzingo,extorsion,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0
mexico,15046,2019,jilotzingo,homicidio,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0
mexico,15047,2015,jiquipilco,extorsion,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15047,2015,jiquipilco,homicidio,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15047,2016,jiquipilco,extorsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15047,2016,jiquipilco,homicidio,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
mexico,15047,2017,jiquipilco,extorsion,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15047,2017,jiquipilco,homicidio,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
