entidad,inegi,año,municipio,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
mexico,15012,2018,atizapan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15012,2019,atizapan,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
mexico,15013,2011,atizapan de zaragoza,0.0,2.0,2.0,3.0,0.0,1.0,4.0,2.0,0.0,6.0,1.0,1.0
mexico,15013,2012,atizapan de zaragoza,10.0,11.0,1.0,4.0,5.0,7.0,5.0,4.0,1.0,5.0,10.0,8.0
mexico,15013,2013,atizapan de zaragoza,7.0,16.0,14.0,15.0,8.0,12.0,16.0,14.0,7.0,10.0,9.0,10.0
mexico,15013,2014,atizapan de zaragoza,11.0,2.0,12.0,4.0,11.0,8.0,9.0,12.0,9.0,11.0,7.0,6.0
mexico,15013,2015,atizapan de zaragoza,14.0,8.0,5.0,9.0,5.0,8.0,14.0,7.0,9.0,3.0,9.0,14.0
mexico,15013,2016,atizapan de zaragoza,4.0,4.0,11.0,7.0,13.0,6.0,10.0,4.0,4.0,8.0,6.0,5.0
mexico,15013,2017,atizapan de zaragoza,11.0,6.0,6.0,13.0,4.0,5.0,7.0,11.0,7.0,6.0,10.0,7.0
mexico,15013,2018,atizapan de zaragoza,4.0,5.0,3.0,9.0,8.0,13.0,9.0,8.0,11.0,13.0,16.0,8.0
mexico,15013,2019,atizapan de zaragoza,5.0,7.0,21.0,9.0,10.0,19.0,17.0,11.0,12.0,7.0,11.0,3.0
mexico,15014,2011,atlacomulco,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15014,2012,atlacomulco,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
mexico,15014,2013,atlacomulco,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
mexico,15014,2014,atlacomulco,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15014,2015,atlacomulco,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
mexico,15014,2016,atlacomulco,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
mexico,15014,2017,atlacomulco,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15014,2018,atlacomulco,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
mexico,15014,2019,atlacomulco,0.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0
mexico,15015,2011,atlautla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15015,2012,atlautla,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
mexico,15015,2013,atlautla,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15015,2014,atlautla,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
mexico,15015,2015,atlautla,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0
mexico,15015,2016,atlautla,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0
mexico,15015,2017,atlautla,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
mexico,15015,2018,atlautla,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
mexico,15015,2019,atlautla,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15016,2011,axapusco,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15016,2012,axapusco,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15016,2013,axapusco,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15016,2014,axapusco,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
mexico,15016,2015,axapusco,1.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
mexico,15016,2016,axapusco,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0
mexico,15016,2017,axapusco,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0
mexico,15016,2018,axapusco,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
mexico,15016,2019,axapusco,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0
mexico,15017,2011,ayapango,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15017,2012,ayapango,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15017,2013,ayapango,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15017,2014,ayapango,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
mexico,15017,2015,ayapango,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15017,2016,ayapango,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
mexico,15017,2017,ayapango,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
mexico,15017,2018,ayapango,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15017,2019,ayapango,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15018,2011,calimaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
mexico,15018,2012,calimaya,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
mexico,15018,2013,calimaya,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15018,2014,calimaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
mexico,15018,2015,calimaya,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
mexico,15018,2016,calimaya,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
mexico,15018,2017,calimaya,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0
mexico,15018,2018,calimaya,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
mexico,15018,2019,calimaya,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0
mexico,15019,2011,capulhuac,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
mexico,15019,2012,capulhuac,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
mexico,15019,2013,capulhuac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0
mexico,15019,2014,capulhuac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15019,2015,capulhuac,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
mexico,15019,2016,capulhuac,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15019,2017,capulhuac,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15019,2018,capulhuac,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
mexico,15019,2019,capulhuac,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15020,2011,coacalco de berriozabal,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,0.0,1.0
mexico,15020,2012,coacalco de berriozabal,8.0,7.0,3.0,3.0,3.0,7.0,4.0,7.0,5.0,8.0,6.0,6.0
mexico,15020,2013,coacalco de berriozabal,5.0,4.0,6.0,9.0,7.0,6.0,7.0,2.0,6.0,3.0,7.0,7.0
mexico,15020,2014,coacalco de berriozabal,6.0,3.0,4.0,5.0,5.0,2.0,3.0,5.0,4.0,6.0,2.0,3.0
mexico,15020,2015,coacalco de berriozabal,4.0,3.0,4.0,4.0,9.0,4.0,6.0,0.0,7.0,8.0,5.0,2.0
mexico,15020,2016,coacalco de berriozabal,4.0,5.0,2.0,5.0,3.0,4.0,6.0,12.0,7.0,5.0,4.0,5.0
mexico,15020,2017,coacalco de berriozabal,3.0,4.0,4.0,5.0,4.0,5.0,6.0,7.0,7.0,10.0,2.0,3.0
mexico,15020,2018,coacalco de berriozabal,4.0,10.0,7.0,2.0,4.0,2.0,5.0,6.0,3.0,8.0,4.0,7.0
mexico,15020,2019,coacalco de berriozabal,8.0,5.0,9.0,6.0,9.0,11.0,7.0,13.0,6.0,3.0,9.0,10.0
mexico,15021,2011,coatepec harinas,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15021,2012,coatepec harinas,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0
mexico,15021,2013,coatepec harinas,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15021,2014,coatepec harinas,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15021,2015,coatepec harinas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
mexico,15021,2016,coatepec harinas,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0
mexico,15021,2017,coatepec harinas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15021,2018,coatepec harinas,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0
mexico,15021,2019,coatepec harinas,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
mexico,15022,2011,cocotitlan,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
mexico,15022,2012,cocotitlan,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15022,2013,cocotitlan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
mexico,15022,2014,cocotitlan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15022,2015,cocotitlan,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15022,2016,cocotitlan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15022,2017,cocotitlan,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0
mexico,15022,2018,cocotitlan,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0
mexico,15022,2019,cocotitlan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
mexico,15023,2011,coyotepec,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0
mexico,15023,2012,coyotepec,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
mexico,15023,2013,coyotepec,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,3.0
mexico,15023,2014,coyotepec,1.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0
mexico,15023,2015,coyotepec,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0
mexico,15023,2016,coyotepec,0.0,1.0,1.0,4.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0,2.0
mexico,15023,2017,coyotepec,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
mexico,15023,2018,coyotepec,4.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0
mexico,15023,2019,coyotepec,3.0,1.0,5.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
mexico,15024,2011,cuautitlan,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
mexico,15024,2012,cuautitlan,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0
mexico,15024,2013,cuautitlan,3.0,5.0,0.0,2.0,6.0,5.0,4.0,6.0,7.0,6.0,4.0,1.0
mexico,15024,2014,cuautitlan,2.0,1.0,3.0,7.0,1.0,1.0,3.0,2.0,3.0,5.0,3.0,1.0
mexico,15024,2015,cuautitlan,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,1.0
mexico,15024,2016,cuautitlan,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,4.0,3.0,1.0
mexico,15024,2017,cuautitlan,4.0,1.0,5.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0
mexico,15024,2018,cuautitlan,2.0,3.0,6.0,3.0,3.0,6.0,3.0,4.0,1.0,6.0,4.0,3.0
mexico,15024,2019,cuautitlan,0.0,6.0,0.0,7.0,4.0,3.0,4.0,0.0,2.0,13.0,2.0,6.0
mexico,15025,2011,chalco,4.0,3.0,2.0,1.0,6.0,2.0,6.0,9.0,6.0,4.0,6.0,6.0
mexico,15025,2012,chalco,13.0,18.0,13.0,2.0,4.0,21.0,4.0,4.0,6.0,15.0,14.0,12.0
mexico,15025,2013,chalco,5.0,7.0,5.0,6.0,13.0,9.0,7.0,13.0,8.0,2.0,2.0,1.0
mexico,15025,2014,chalco,8.0,10.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,9.0,7.0,2.0
mexico,15025,2015,chalco,7.0,6.0,10.0,8.0,12.0,13.0,8.0,8.0,6.0,14.0,3.0,10.0
mexico,15025,2016,chalco,6.0,4.0,4.0,13.0,10.0,3.0,10.0,5.0,6.0,15.0,3.0,7.0
mexico,15025,2017,chalco,9.0,6.0,9.0,10.0,13.0,12.0,11.0,17.0,6.0,10.0,11.0,16.0
mexico,15025,2018,chalco,4.0,7.0,15.0,11.0,14.0,6.0,16.0,16.0,11.0,12.0,10.0,9.0
mexico,15025,2019,chalco,15.0,11.0,18.0,11.0,9.0,10.0,14.0,12.0,13.0,17.0,14.0,15.0
mexico,15026,2011,chapa de mota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15026,2012,chapa de mota,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15026,2013,chapa de mota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15026,2014,chapa de mota,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15026,2015,chapa de mota,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15026,2016,chapa de mota,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15026,2017,chapa de mota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
mexico,15026,2018,chapa de mota,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
mexico,15026,2019,chapa de mota,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15027,2011,chapultepec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15027,2012,chapultepec,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15027,2013,chapultepec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15027,2014,chapultepec,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15027,2015,chapultepec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15027,2016,chapultepec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15027,2017,chapultepec,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15027,2018,chapultepec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
mexico,15027,2019,chapultepec,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15028,2011,chiautla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
mexico,15028,2012,chiautla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
mexico,15028,2013,chiautla,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
mexico,15028,2014,chiautla,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
mexico,15028,2015,chiautla,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15028,2016,chiautla,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15028,2017,chiautla,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
mexico,15028,2018,chiautla,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0
mexico,15028,2019,chiautla,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
mexico,15029,2011,chicoloapan,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0
mexico,15029,2012,chicoloapan,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0
mexico,15029,2013,chicoloapan,1.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0
mexico,15029,2014,chicoloapan,6.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0
mexico,15029,2015,chicoloapan,5.0,8.0,5.0,4.0,4.0,0.0,3.0,1.0,2.0,2.0,4.0,4.0
mexico,15029,2016,chicoloapan,4.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,5.0
mexico,15029,2017,chicoloapan,3.0,4.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0
mexico,15029,2018,chicoloapan,6.0,6.0,0.0,3.0,5.0,3.0,2.0,5.0,2.0,4.0,0.0,5.0
mexico,15029,2019,chicoloapan,3.0,3.0,4.0,3.0,2.0,6.0,6.0,4.0,3.0,8.0,7.0,5.0
mexico,15030,2011,chiconcuac,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15030,2012,chiconcuac,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15030,2013,chiconcuac,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15030,2014,chiconcuac,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0
mexico,15030,2015,chiconcuac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15030,2016,chiconcuac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15030,2017,chiconcuac,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
mexico,15030,2018,chiconcuac,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
mexico,15030,2019,chiconcuac,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0
mexico,15031,2011,chimalhuacan,0.0,5.0,1.0,1.0,6.0,8.0,6.0,5.0,3.0,6.0,4.0,0.0
mexico,15031,2012,chimalhuacan,8.0,3.0,6.0,5.0,14.0,9.0,7.0,10.0,15.0,7.0,6.0,14.0
mexico,15031,2013,chimalhuacan,13.0,10.0,11.0,15.0,13.0,20.0,12.0,13.0,14.0,14.0,12.0,15.0
mexico,15031,2014,chimalhuacan,24.0,10.0,20.0,16.0,10.0,5.0,6.0,9.0,14.0,14.0,12.0,16.0
mexico,15031,2015,chimalhuacan,11.0,7.0,18.0,10.0,17.0,19.0,15.0,14.0,18.0,12.0,13.0,20.0
mexico,15031,2016,chimalhuacan,8.0,17.0,17.0,18.0,14.0,16.0,16.0,9.0,11.0,7.0,10.0,10.0
mexico,15031,2017,chimalhuacan,11.0,8.0,5.0,12.0,16.0,15.0,7.0,6.0,13.0,15.0,8.0,15.0
mexico,15031,2018,chimalhuacan,10.0,9.0,10.0,12.0,8.0,11.0,16.0,7.0,14.0,21.0,10.0,11.0
mexico,15031,2019,chimalhuacan,21.0,17.0,15.0,12.0,7.0,13.0,22.0,17.0,14.0,16.0,13.0,8.0
mexico,15032,2011,donato guerra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15032,2012,donato guerra,1.0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0
mexico,15032,2013,donato guerra,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
mexico,15032,2014,donato guerra,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15032,2015,donato guerra,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
mexico,15032,2016,donato guerra,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15032,2017,donato guerra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15032,2018,donato guerra,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15032,2019,donato guerra,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0
mexico,15033,2011,ecatepec de morelos,22.0,19.0,22.0,30.0,25.0,31.0,30.0,36.0,35.0,31.0,30.0,14.0
mexico,15033,2012,ecatepec de morelos,50.0,32.0,36.0,30.0,39.0,44.0,34.0,49.0,37.0,49.0,55.0,40.0
mexico,15033,2013,ecatepec de morelos,32.0,31.0,30.0,36.0,42.0,48.0,46.0,45.0,54.0,52.0,43.0,39.0
mexico,15033,2014,ecatepec de morelos,41.0,52.0,38.0,31.0,24.0,25.0,35.0,45.0,35.0,48.0,35.0,40.0
mexico,15033,2015,ecatepec de morelos,47.0,39.0,50.0,53.0,51.0,45.0,39.0,54.0,38.0,38.0,39.0,51.0
mexico,15033,2016,ecatepec de morelos,44.0,30.0,54.0,41.0,42.0,37.0,42.0,41.0,45.0,54.0,46.0,53.0
mexico,15033,2017,ecatepec de morelos,42.0,35.0,58.0,48.0,49.0,45.0,31.0,40.0,29.0,49.0,45.0,49.0
mexico,15033,2018,ecatepec de morelos,34.0,36.0,42.0,52.0,50.0,31.0,51.0,41.0,43.0,60.0,32.0,52.0
mexico,15033,2019,ecatepec de morelos,55.0,60.0,37.0,38.0,56.0,62.0,51.0,64.0,43.0,42.0,44.0,42.0
mexico,15034,2011,ecatzingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15034,2012,ecatzingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15034,2013,ecatzingo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15034,2014,ecatzingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15034,2015,ecatzingo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15034,2016,ecatzingo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15034,2017,ecatzingo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15034,2018,ecatzingo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
mexico,15034,2019,ecatzingo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
mexico,15035,2011,huehuetoca,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
mexico,15035,2012,huehuetoca,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0
mexico,15035,2013,huehuetoca,0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,8.0,2.0
mexico,15035,2014,huehuetoca,1.0,1.0,3.0,0.0,2.0,0.0,5.0,1.0,2.0,6.0,2.0,3.0
mexico,15035,2015,huehuetoca,4.0,3.0,1.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0
mexico,15035,2016,huehuetoca,1.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,5.0,5.0,1.0
mexico,15035,2017,huehuetoca,0.0,2.0,2.0,3.0,7.0,5.0,3.0,4.0,3.0,5.0,1.0,4.0
mexico,15035,2018,huehuetoca,1.0,2.0,2.0,4.0,3.0,3.0,6.0,6.0,8.0,9.0,11.0,9.0
mexico,15035,2019,huehuetoca,1.0,3.0,5.0,4.0,4.0,9.0,8.0,5.0,4.0,3.0,4.0,8.0
mexico,15036,2011,hueypoxtla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
mexico,15036,2012,hueypoxtla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15036,2013,hueypoxtla,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15036,2014,hueypoxtla,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15036,2015,hueypoxtla,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
