entidad,inegi,año,municipio,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
mexico,15060,2014,nicolas romero,6.0,8.0,3.0,6.0,3.0,8.0,5.0,3.0,7.0,7.0,2.0,1.0
mexico,15060,2015,nicolas romero,2.0,0.0,5.0,3.0,7.0,4.0,5.0,2.0,2.0,2.0,8.0,3.0
mexico,15060,2016,nicolas romero,8.0,5.0,1.0,3.0,11.0,8.0,4.0,7.0,5.0,9.0,6.0,4.0
mexico,15060,2017,nicolas romero,4.0,3.0,9.0,10.0,5.0,9.0,11.0,5.0,5.0,11.0,7.0,10.0
mexico,15060,2018,nicolas romero,7.0,5.0,5.0,9.0,2.0,5.0,13.0,8.0,9.0,9.0,15.0,12.0
mexico,15060,2019,nicolas romero,13.0,8.0,15.0,7.0,11.0,16.0,18.0,19.0,21.0,8.0,12.0,9.0
mexico,15061,2011,nopaltepec,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15061,2012,nopaltepec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15061,2013,nopaltepec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
mexico,15061,2014,nopaltepec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15061,2015,nopaltepec,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
mexico,15061,2016,nopaltepec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
mexico,15061,2017,nopaltepec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15061,2018,nopaltepec,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
mexico,15061,2019,nopaltepec,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
mexico,15062,2011,ocoyoacac,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15062,2012,ocoyoacac,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
mexico,15062,2013,ocoyoacac,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,1.0,1.0,0.0
mexico,15062,2014,ocoyoacac,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
mexico,15062,2015,ocoyoacac,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0
mexico,15062,2016,ocoyoacac,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0
mexico,15062,2017,ocoyoacac,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0
mexico,15062,2018,ocoyoacac,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0
mexico,15062,2019,ocoyoacac,1.0,1.0,1.0,2.0,4.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
mexico,15063,2011,ocuilan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
mexico,15063,2012,ocuilan,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
mexico,15063,2013,ocuilan,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
mexico,15063,2014,ocuilan,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
mexico,15063,2015,ocuilan,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
mexico,15063,2016,ocuilan,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0
mexico,15063,2017,ocuilan,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
mexico,15063,2018,ocuilan,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15063,2019,ocuilan,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,5.0
mexico,15064,2011,el oro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15064,2012,el oro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15064,2013,el oro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15064,2014,el oro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15064,2015,el oro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15064,2016,el oro,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15064,2017,el oro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15064,2018,el oro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
mexico,15064,2019,el oro,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
mexico,15065,2011,otumba,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
mexico,15065,2012,otumba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
mexico,15065,2013,otumba,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
mexico,15065,2014,otumba,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15065,2015,otumba,1.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0
mexico,15065,2016,otumba,2.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0
mexico,15065,2017,otumba,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
mexico,15065,2018,otumba,0.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0
mexico,15065,2019,otumba,0.0,0.0,2.0,4.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0
mexico,15066,2011,otzoloapan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15066,2012,otzoloapan,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15066,2013,otzoloapan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15066,2014,otzoloapan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
mexico,15066,2015,otzoloapan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15066,2016,otzoloapan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15066,2017,otzoloapan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15066,2018,otzoloapan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15066,2019,otzoloapan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15067,2011,otzolotepec,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0
mexico,15067,2012,otzolotepec,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0
mexico,15067,2013,otzolotepec,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
mexico,15067,2014,otzolotepec,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0
mexico,15067,2015,otzolotepec,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
mexico,15067,2016,otzolotepec,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
mexico,15067,2017,otzolotepec,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
mexico,15067,2018,otzolotepec,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0
mexico,15067,2019,otzolotepec,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
mexico,15068,2011,ozumba,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15068,2012,ozumba,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
mexico,15068,2013,ozumba,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15068,2014,ozumba,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0
mexico,15068,2015,ozumba,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15068,2016,ozumba,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
mexico,15068,2017,ozumba,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
mexico,15068,2018,ozumba,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
mexico,15068,2019,ozumba,2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0
mexico,15069,2011,papalotla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15069,2012,papalotla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15069,2013,papalotla,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15069,2014,papalotla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15069,2015,papalotla,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15069,2016,papalotla,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15069,2017,papalotla,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15069,2018,papalotla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15069,2019,papalotla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15070,2011,la paz,2.0,7.0,2.0,0.0,1.0,3.0,2.0,4.0,4.0,7.0,1.0,2.0
mexico,15070,2012,la paz,3.0,5.0,9.0,5.0,7.0,6.0,10.0,3.0,5.0,3.0,5.0,2.0
mexico,15070,2013,la paz,3.0,5.0,6.0,8.0,7.0,10.0,3.0,10.0,9.0,12.0,10.0,7.0
mexico,15070,2014,la paz,6.0,5.0,5.0,8.0,3.0,9.0,4.0,4.0,3.0,8.0,7.0,5.0
mexico,15070,2015,la paz,4.0,10.0,10.0,4.0,9.0,9.0,5.0,3.0,4.0,8.0,6.0,4.0
mexico,15070,2016,la paz,4.0,6.0,6.0,7.0,4.0,8.0,7.0,3.0,10.0,6.0,5.0,11.0
mexico,15070,2017,la paz,8.0,7.0,4.0,6.0,5.0,6.0,8.0,7.0,10.0,7.0,6.0,6.0
mexico,15070,2018,la paz,6.0,4.0,6.0,5.0,6.0,3.0,8.0,8.0,13.0,10.0,11.0,9.0
mexico,15070,2019,la paz,3.0,8.0,17.0,9.0,4.0,7.0,6.0,2.0,10.0,5.0,9.0,8.0
mexico,15071,2011,polotitlan,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15071,2012,polotitlan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15071,2013,polotitlan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15071,2014,polotitlan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15071,2015,polotitlan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15071,2016,polotitlan,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15071,2017,polotitlan,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
mexico,15071,2018,polotitlan,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0
mexico,15071,2019,polotitlan,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0
mexico,15072,2011,rayon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15072,2012,rayon,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15072,2013,rayon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15072,2014,rayon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15072,2015,rayon,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15072,2016,rayon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15072,2017,rayon,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15072,2018,rayon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15072,2019,rayon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
mexico,15073,2011,san antonio la isla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
mexico,15073,2012,san antonio la isla,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15073,2013,san antonio la isla,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15073,2014,san antonio la isla,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15073,2015,san antonio la isla,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
mexico,15073,2016,san antonio la isla,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15073,2017,san antonio la isla,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15073,2018,san antonio la isla,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
mexico,15073,2019,san antonio la isla,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
mexico,15074,2011,san felipe del progreso,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15074,2012,san felipe del progreso,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
mexico,15074,2013,san felipe del progreso,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0
mexico,15074,2014,san felipe del progreso,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
mexico,15074,2015,san felipe del progreso,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15074,2016,san felipe del progreso,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15074,2017,san felipe del progreso,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15074,2018,san felipe del progreso,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15074,2019,san felipe del progreso,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0
mexico,15075,2011,san martin de las piramides,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15075,2012,san martin de las piramides,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15075,2013,san martin de las piramides,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
mexico,15075,2014,san martin de las piramides,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
mexico,15075,2015,san martin de las piramides,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0
mexico,15075,2016,san martin de las piramides,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0
mexico,15075,2017,san martin de las piramides,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
mexico,15075,2018,san martin de las piramides,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0
mexico,15075,2019,san martin de las piramides,3.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
mexico,15076,2011,san mateo atenco,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15076,2012,san mateo atenco,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
mexico,15076,2013,san mateo atenco,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0
mexico,15076,2014,san mateo atenco,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0
mexico,15076,2015,san mateo atenco,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0
mexico,15076,2016,san mateo atenco,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
mexico,15076,2017,san mateo atenco,3.0,0.0,0.0,3.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0
mexico,15076,2018,san mateo atenco,2.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0
mexico,15076,2019,san mateo atenco,2.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0
mexico,15077,2011,san simon de guerrero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15077,2012,san simon de guerrero,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15077,2013,san simon de guerrero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15077,2014,san simon de guerrero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
mexico,15077,2015,san simon de guerrero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15077,2016,san simon de guerrero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15077,2017,san simon de guerrero,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15077,2018,san simon de guerrero,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15077,2019,san simon de guerrero,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15078,2011,santo tomas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15078,2012,santo tomas,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
mexico,15078,2013,santo tomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15078,2014,santo tomas,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15078,2015,santo tomas,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15078,2016,santo tomas,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15078,2017,santo tomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15078,2018,santo tomas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15078,2019,santo tomas,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15079,2011,soyaniquilpan de juarez,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
mexico,15079,2012,soyaniquilpan de juarez,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
mexico,15079,2013,soyaniquilpan de juarez,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15079,2014,soyaniquilpan de juarez,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
mexico,15079,2015,soyaniquilpan de juarez,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15079,2016,soyaniquilpan de juarez,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15079,2017,soyaniquilpan de juarez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15079,2018,soyaniquilpan de juarez,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15079,2019,soyaniquilpan de juarez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
mexico,15080,2011,sultepec,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
mexico,15080,2012,sultepec,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15080,2013,sultepec,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15080,2014,sultepec,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15080,2015,sultepec,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15080,2016,sultepec,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
mexico,15080,2017,sultepec,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15080,2018,sultepec,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
mexico,15080,2019,sultepec,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0
mexico,15081,2011,tecamac,6.0,3.0,3.0,3.0,2.0,6.0,2.0,3.0,2.0,3.0,6.0,1.0
mexico,15081,2012,tecamac,5.0,4.0,5.0,3.0,7.0,9.0,6.0,6.0,9.0,5.0,8.0,8.0
mexico,15081,2013,tecamac,7.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,9.0,5.0,1.0
mexico,15081,2014,tecamac,3.0,8.0,1.0,5.0,4.0,6.0,4.0,15.0,10.0,7.0,6.0,6.0
mexico,15081,2015,tecamac,7.0,9.0,10.0,15.0,9.0,12.0,11.0,8.0,9.0,11.0,10.0,15.0
mexico,15081,2016,tecamac,8.0,11.0,14.0,10.0,12.0,14.0,9.0,12.0,6.0,14.0,9.0,8.0
mexico,15081,2017,tecamac,10.0,10.0,13.0,12.0,13.0,11.0,22.0,18.0,9.0,11.0,6.0,12.0
mexico,15081,2018,tecamac,17.0,10.0,21.0,8.0,7.0,13.0,13.0,12.0,11.0,9.0,10.0,17.0
mexico,15081,2019,tecamac,13.0,9.0,13.0,15.0,9.0,9.0,23.0,19.0,22.0,21.0,10.0,13.0
mexico,15082,2011,tejupilco,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0
mexico,15082,2012,tejupilco,3.0,1.0,2.0,4.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0
mexico,15082,2013,tejupilco,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
mexico,15082,2014,tejupilco,0.0,5.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0
mexico,15082,2015,tejupilco,6.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
mexico,15082,2016,tejupilco,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0
mexico,15082,2017,tejupilco,1.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0
mexico,15082,2018,tejupilco,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0
mexico,15082,2019,tejupilco,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
mexico,15083,2011,temamatla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15083,2012,temamatla,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15083,2013,temamatla,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
mexico,15083,2014,temamatla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15083,2015,temamatla,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
mexico,15083,2016,temamatla,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
mexico,15083,2017,temamatla,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15083,2018,temamatla,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
mexico,15083,2019,temamatla,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
mexico,15084,2011,temascalapa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15084,2012,temascalapa,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
mexico,15084,2013,temascalapa,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
