				
2011			
Jalisco			
Jiquilpan	60.00	432.00	4,536.00
Jungapeo	23.50	199.70	1,876.32
Juárez	26.00	270.40	3,392.35
Los Reyes	2,890.00	33,166.00	512,555.05
Madero	732.00	4,448.00	70,420.00
Maravatío	6.00	40.80	401.47
Morelia	479.00	2,874.00	42,152.01
Nuevo Parangaricutiro	6,500.00	63,339.00	911,208.32
Ocampo	42.50	379.10	4,672.95
Peribán	12,378.00	137,268.22	2,179,778.26
Purépero	290.62	2,470.27	36,560.00
Pátzcuaro	190.00	1,805.00	24,643.74
Queréndaro	20.00	80.00	1,120.00
Quiroga	59.00	523.00	7,116.62
Salvador Escalante	12,793.00	141,822.00	1,992,804.88
Susupuato	175.00	1,802.50	22,332.98
Tacámbaro	13,760.00	140,782.18	2,134,622.28
Tancítaro	21,600.00	206,812.00	2,707,457.89
Tangamandapio	1,570.00	16,785.00	251,368.50
Tangancícuaro	1,232.54	13,434.69	194,803.01
Taretan	905.00	9,050.00	135,635.70
Tarímbaro	20.00	120.00	1,440.00
Tingambato	3,036.00	29,259.00	388,929.76
Tingüindín	2,240.00	25,968.00	393,006.95
Tlazazalca	39.35	314.80	4,406.78
Tocumbo	509.00	5,312.50	77,253.57
Turicato	2,582.00	28,787.50	385,171.23
Tuxpan	312.00	2,548.00	24,209.33
Tzintzuntzan	14.00	110.00	1,508.12
Tzitzio	6.00	13.20	165.60
Uruapan	14,030.00	141,107.80	2,012,418.50
Zinapécuaro	55.00	215.00	2,932.00
Ziracuaretiro	3,770.00	34,935.50	496,220.73
Zitácuaro	1,104.50	11,293.25	144,754.64
Álvaro Obregón	2.00	8.00	112.00
Morelos			
Cuernavaca	0.00	0.00	0.00
Huitzilac	0.40	3.40	32.20
Ocuituco	1,400.00	11,255.00	100,798.24
Puente de Ixtla	2.50	23.50	222.17
Tepoztlán	44.00	409.20	3,801.25
Tetecala	1.50	12.00	117.19
Tetela del Volcán	1,075.00	8,656.50	76,491.26
Tlalnepantla	242.00	2,274.80	20,570.04
Tlaltizapán de Zapata	1.60	16.80	157.43
Tlayacapan	71.50	666.55	6,219.21
Totolapan	100.00	910.00	8,653.76
Yautepec	19.00	182.00	1,754.21
Yecapixtla	448.00	3,246.30	26,779.90
Nayarit			
Ahuacatlán	4.50	38.25	276.67
Amatlán de Cañas	2.00	15.20	64.60
Bahía de Banderas	4.00	24.00	127.00
Compostela	9.00	74.90	516.90
Ixtlán del Río	12.00	86.60	687.44
Jala	20.50	152.90	1,102.60
Ruíz	6.00	31.50	189.66
San Blas	414.00	5,319.54	34,366.17
San Pedro Lagunillas	18.00	112.50	789.30
Santa María del Oro	45.00	305.70	2,545.50
Tepic	1,904.95	15,964.08	139,776.11
Xalisco	1,772.00	14,565.84	121,098.50
2015			
Jalisco			
Acatic	60.00	631.38	11,066.61
Acatlán de Juárez	1.48	19.98	353.77
Ahualulco de Mercado	45.00	476.10	9,366.84
Amacueca	186.00	1,567.98	16,670.70
Ameca	118.00	1,451.40	33,680.26
Arandas	160.00	1,445.28	24,365.50
Atengo	61.00	642.03	9,972.95
Atenguillo	21.00	224.70	4,687.99
Atotonilco El Alto	121.00	1,694.00	40,656.00
Atoyac	356.00	3,075.84	33,821.23
Autlán de Navarro	60.00	210.00	3,774.00
Ayotlán	98.00	1,372.00	21,035.74
Ayutla	25.00	135.90	1,761.30
Cabo Corrientes	13.00	104.00	2,392.00
Chiquilistlán	166.30	1,829.30	32,817.06
Cocula	37.30	417.76	9,574.01
Concepción de Buenos Aires	962.34	7,106.68	147,339.23
Cuautitlán de García Barragán	92.00	564.88	7,681.53
Degollado	38.00	570.00	8,882.18
El Arenal	50.00	460.50	7,919.19
El Limón	1.50	3.00	48.00
Etzatlán	8.00	83.04	1,637.19
Gómez Farías	665.60	5,689.48	70,889.88
Ixtlahuacán de Los Membrillos	8.00	96.00	1,152.00
Ixtlahuacán del Río	36.00	429.00	6,772.54
Jesús María	70.00	813.50	13,805.67
Jocotepec	30.00	396.00	4,752.00
La Barca	25.00	330.75	6,871.59
La Manzanilla de la Paz	184.40	1,046.97	21,019.52
Magdalena	9.00	92.16	2,341.53
Mascota	42.00	495.60	10,920.50
Mazamitla	251.88	1,871.26	37,375.83
Mixtlán	8.00	93.60	2,127.97
Ocotlán	1.00	12.36	149.57
Pihuamo	45.00	315.00	3,752.40
Puerto Vallarta	15.00	120.00	2,760.00
Quitupan	337.55	2,540.16	53,846.50
San Cristóbal de La Barranca	4.00	49.60	858.87
San Gabriel	830.74	6,941.42	78,568.66
San Juanito de Escobedo	15.00	149.70	2,842.92
San Martín Hidalgo	7.00	76.02	1,796.82
San Pedro Tlaquepaque	8.00	112.84	2,127.95
San Sebastián del Oeste	6.00	49.80	1,129.12
Santa María de Los Ángeles	7.00	41.30	562.31
Sayula	680.71	4,411.00	62,019.28
Tala	98.00	834.40	15,163.44
Talpa de Allende	30.00	312.00	7,257.37
Tamazula de Gordiano	727.00	9,035.50	111,754.94
Tapalpa	682.00	6,820.00	118,376.17
Tecalitlán	186.00	1,509.40	18,226.28
Techaluta de Montenegro	75.10	597.04	6,400.35
Tecolotlán	21.00	232.49	3,710.31
Tenamaxtlán	0.00	0.00	0.00
Teocuitatlán de Corona	47.00	378.35	4,125.26
Tepatitlán de Morelos	150.00	1,575.00	26,606.99
Tequila	23.00	271.40	5,968.09
Teuchitlán	5.50	50.70	919.44
Tizapán El Alto	20.00	200.00	2,400.00
Tlajomulco de Zúñiga	25.25	357.63	6,398.11
Tolimán	52.50	181.25	3,589.75
Tonila	506.00	6,165.00	89,470.78
Tototlán	25.00	300.00	6,960.00
Tuxcueca	5.00	67.50	810.00
Tuxpan	530.00	6,668.00	97,608.10
Valle de Juárez	31.80	212.38	4,166.65
Villa Corona	0.00	0.00	0.00
Villa Purificación	60.00	259.20	3,516.31
Yahualica de González Gallo	0.00	0.00	0.00
Zacoalco de Torres	22.00	176.88	1,993.33
Zapopan	25.00	395.00	7,029.91
Zapotiltic	577.60	7,220.00	104,645.81
Zapotitlán de Vadillo	250.00	1,328.00	25,075.24
Zapotlanejo	0.00	0.00	0.00
Zapotlán el Grande	2,920.10	24,241.02	322,278.32
México			
Almoloya de Alquisiras	498.00	5,450.36	52,895.04
Amanalco	17.50	192.50	2,117.50
Amatepec	35.50	181.50	2,374.75
Atlautla	112.00	1,146.31	10,256.21
Coatepec Harinas	1,931.00	30,638.00	348,442.58
Donato Guerra	1,128.36	12,095.06	152,274.78
Ecatzingo	34.00	312.10	2,696.09
Ixtapan de La Sal	18.00	227.50	2,581.00
Ixtapan del Oro	134.00	1,454.80	17,289.88
Joquicingo	135.00	3,307.50	36,382.50
Luvianos	30.00	210.00	2,520.00
Malinalco	213.00	2,067.00	21,870.13
Ocuilan	141.00	1,262.00	15,179.50
Otzoloapan	3.00	22.50	247.50
Ozumba	40.00	386.00	3,448.04
San Simón de Guerrero	20.00	142.05	1,549.31
Santo Tomás	50.00	500.00	6,000.00
Sultepec	75.50	1,107.59	11,975.84
Tejupilco	48.00	340.80	3,688.00
Temascaltepec	1,175.00	9,965.20	110,577.25
Tenancingo	793.00	6,983.50	77,086.90
Tenango del Valle	15.00	336.00	3,957.00
Tepetlixpa	36.00	390.88	3,537.10
Texcaltitlán	6.00	63.30	497.70
Valle de Bravo	165.00	1,860.00	21,720.00
Villa Guerrero	220.00	2,497.00	24,681.16
Villa de Allende	410.85	5,701.40	68,689.50
Zacazonapan	1.50	17.25	207.00
Zacualpan	13.00	182.00	2,288.00
Michoacán			
Acuitzio	1,180.85	9,279.72	113,369.85
Aguililla	70.00	756.70	7,214.93
Apatzingán	380.82	3,884.36	41,074.85
Ario	11,619.00	134,452.17	1,983,762.64
Charapan	652.00	3,260.00	43,161.23
Charo	36.70	146.80	1,682.70
Chilchota	702.13	5,687.25	79,537.27
Coalcomán de Vázquez Pallares	200.00	2,336.00	21,659.42
Copándaro	2.00	12.00	149.26
Cotija	1,397.00	13,355.65	166,684.57
Erongarícuaro	432.00	5,412.96	79,250.71
Hidalgo	22.00	173.80	1,874.38
Huiramba	81.00	816.48	11,670.99
Irimbo	92.00	690.00	6,488.48
Jiquilpan	60.00	420.00	3,682.67
Jungapeo	23.50	202.65	1,929.23
Juárez	30.00	303.00	3,799.62
Los Reyes	3,757.60	39,290.88	570,182.55
Madero	1,096.25	8,387.10	107,239.72
Maravatío	8.25	55.50	541.59
Morelia	718.00	5,887.60	68,389.48
Nuevo Parangaricutiro	6,500.00	64,900.00	931,205.78
Ocampo	54.50	467.15	5,787.02
Peribán	12,213.00	112,699.50	1,719,745.39
Purépero	435.93	3,531.03	50,136.32
Pátzcuaro	198.00	1,901.59	27,320.31
Queréndaro	20.00	150.00	1,846.80
Quiroga	64.00	608.38	8,701.77
Salvador Escalante	12,900.00	146,836.23	2,142,755.02
Susupuato	195.00	1,950.00	24,375.00
Tacámbaro	13,924.00	137,936.00	2,001,752.49
Tancítaro	21,750.00	207,703.00	2,853,034.00
Tangamandapio	2,184.00	23,680.80	308,925.85
Tangancícuaro	1,425.88	14,401.39	193,277.89
Taretan	910.00	10,921.80	186,760.19
Tarímbaro	20.00	80.00	970.00
Tingambato	3,047.00	29,839.90	451,280.79
Tingüindín	4,757.00	54,707.50	695,408.22
Tlazazalca	82.50	651.75	9,069.23
Tocumbo	844.00	9,053.60	113,205.60
Turicato	2,678.00	28,685.90	365,356.36
Tuxpan	312.00	2,591.00	25,106.04
Tzintzuntzan	14.00	127.40	1,812.49
Tzitzio	24.00	108.00	1,388.40
Uruapan	14,300.00	144,610.00	2,107,054.79
Zinapécuaro	55.00	388.00	4,501.30
Ziracuaretiro	3,780.00	37,766.35	571,404.48
Zitácuaro	1,218.00	12,198.80	157,069.00
Álvaro Obregón	2.00	7.60	86.76
Morelos			
Cuernavaca	140.00	1,218.00	15,993.59
Huitzilac	2.40	21.36	279.82
Ocuituco	1,390.00	11,684.00	162,085.21
Puente de Ixtla	2.80	29.12	393.25
Tepoztlán	50.00	445.00	5,838.40
Tetela del Volcán	1,175.00	9,632.50	127,341.34
Tlalnepantla	243.00	2,089.80	27,428.63
Tlaltizapán de Zapata	1.80	19.53	285.15
Tlayacapan	72.00	619.20	8,111.52
Totolapan	105.00	861.00	11,313.54
Yautepec	15.00	131.00	1,731.08
Yecapixtla	385.00	2,797.50	32,077.28
Nayarit			
Ahuacatlán	5.00	44.00	354.64
Amatlán de Cañas	5.00	35.00	252.20
Bahía de Banderas	2.00	16.00	112.00
Compostela	10.00	73.00	255.50
Ixtlán del Río	12.00	86.00	747.40
Jala	51.50	495.25	4,182.43
Ruíz	6.00	31.80	197.48
San Blas	413.67	5,164.61	29,072.75
San Pedro Lagunillas	26.00	182.00	637.00
Santa María del Oro	51.00	508.50	3,895.40
Tepic	1,904.95	17,167.05	133,045.44
Xalisco	1,772.00	15,345.52	119,585.49
2016			
Jalisco			
Acatic	80.00	904.80	16,114.62
Acatlán de Juárez	1.40	17.22	315.76
Ahualulco de Mercado	50.00	533.50	5,966.07
Amacueca	186.00	2,187.36	26,569.21
Ameca	110.00	1,455.30	17,965.68
Arandas	160.00	1,560.00	16,374.40
Atengo	88.00	897.60	14,061.80
Atenguillo	11.00	120.78	2,851.24
Atotonilco El Alto	121.00	1,875.50	29,432.22
Atoyac	322.98	3,478.49	42,290.12
Autlán de Navarro	70.50	317.25	4,304.77
Ayotlán	101.00	1,244.82	17,721.26
Ayutla	26.00	296.00	4,150.02
Cabo Corrientes	13.00	98.54	1,448.34
Chiquilistlán	166.30	1,827.64	20,543.41
Cocula	62.70	726.07	8,158.12
Concepción de Buenos Aires	1,062.34	10,697.13	127,738.66
Cuautitlán de García Barragán	107.00	676.24	10,321.45
Degollado	40.00	572.00	8,407.26
El Arenal	55.00	411.95	5,895.44
El Limón	1.50	4.50	56.86
Etzatlán	32.00	340.16	3,505.58
Gómez Farías	718.10	6,357.07	65,786.78
Ixtlahuacán de Los Membrillos	8.00	95.92	1,418.56
Ixtlahuacán del Río	41.00	526.85	8,022.46
Jesús María	70.00	822.50	9,081.73
Jocotepec	30.00	460.00	6,956.58
La Barca	25.00	330.00	4,958.25
La Manzanilla de la Paz	198.40	1,900.21	25,828.67
Magdalena	9.00	95.76	1,457.85
Mascota	60.00	717.60	9,662.48
Mazamitla	321.88	3,329.74	56,204.23
Mixtlán	4.00	45.40	1,119.96
Ocotlán	1.00	14.25	213.50
Pihuamo	45.00	540.00	6,217.65
Puerto Vallarta	15.00	114.90	1,673.98
Quitupan	383.55	3,944.25	67,885.25
San Cristóbal de La Barranca	4.00	48.00	657.00
San Gabriel	830.74	7,589.73	73,977.83
San Juanito de Escobedo	19.00	208.62	2,364.39
San Marcos	0.00	0.00	0.00
San Martín Hidalgo	12.00	134.04	3,557.09
San Pedro Tlaquepaque	8.00	110.40	1,827.67
San Sebastián del Oeste	11.00	108.46	2,708.29
Santa María de Los Ángeles	7.00	60.90	1,093.05
Sayula	680.71	6,779.87	69,961.14
Tala	40.00	286.00	4,017.87
Talpa de Allende	22.00	225.94	5,154.18
Tamazula de Gordiano	523.00	6,694.40	117,259.18
Tapalpa	682.00	6,813.18	75,023.40
Tecalitlán	186.00	2,490.60	27,154.30
Techaluta de Montenegro	75.10	787.80	9,558.42
Tecolotlán	60.00	493.80	8,010.42
Tenamaxtlán	0.00	0.00	0.00
Teocuitatlán de Corona	50.55	625.30	7,438.76
Tepatitlán de Morelos	200.00	2,268.00	39,361.50
Tequila	21.00	232.05	3,331.31
Teuchitlán	2.00	5.60	60.65
Tizapán El Alto	20.00	240.00	3,591.12
Tlajomulco de Zúñiga	25.25	303.80	4,509.45
Tolimán	52.50	633.50	11,394.25
Tonila	476.00	6,327.20	108,412.35
Tototlán	25.00	355.00	5,551.49
Tuxcueca	4.00	60.00	873.30
Tuxpan	641.00	8,544.53	147,919.74
Valle de Juárez	38.80	424.78	8,881.31
Villa Corona	0.00	0.00	0.00
Villa Purificación	110.00	673.20	10,546.35
Yahualica de González Gallo	0.00	0.00	0.00
Zacoalco de Torres	34.30	393.42	4,855.93
Zapopan	25.00	331.25	6,017.15
Zapotiltic	687.60	8,938.80	158,115.66
Zapotitlán de Vadillo	250.00	2,750.00	50,709.01
Zapotlanejo	15.00	87.60	1,372.39
Zapotlán el Grande	2,599.70	27,941.55	299,093.65
México			
Almoloya de Alquisiras	490.00	7,358.00	107,287.75
Amanalco	20.50	268.55	3,544.86
Amatepec	141.80	646.80	8,034.60
Atlautla	136.00	1,483.82	14,040.99
Coatepec Harinas	2,046.00	35,967.40	519,088.61
Donato Guerra	1,128.36	13,921.69	190,253.16
Ecatzingo	34.00	316.33	2,768.73
Ixtapan de La Sal	36.00	577.80	7,253.26
Ixtapan del Oro	134.00	1,419.20	19,183.92
Joquicingo	135.00	1,801.58	19,592.18
Luvianos	95.00	950.00	12,350.00
Malinalco	180.00	2,671.40	36,158.71
Ocuilan	175.00	2,126.88	26,806.56
Otzoloapan	6.00	63.60	969.90
Ozumba	50.00	523.39	4,764.07
San Simón de Guerrero	103.00	873.40	12,070.00
Santo Tomás	7.00	73.50	1,323.00
Sultepec	180.00	3,240.00	40,647.61
Tejupilco	54.75	438.00	5,518.80
Temascaltepec	1,497.00	12,311.70	162,402.96
Tenancingo	796.00	10,151.60	145,756.56
Tenango del Valle	15.00	190.01	2,052.11
Tepetlixpa	36.00	423.92	3,904.10
Texcaltitlán	11.00	176.00	2,395.48
Valle de Bravo	255.00	2,966.50	45,079.50
Villa Guerrero	233.00	2,752.80	38,655.53
Villa de Allende	410.85	5,455.58	85,506.48
Zacazonapan	2.00	22.60	406.80
Zacualpan	4.00	37.04	388.92
Michoacán			
Acuitzio	1,208.85	11,012.00	184,828.94
Aguililla	90.00	1,080.00	13,605.84
Apatzingán	400.82	4,076.34	53,106.56
Aquila	0.00	0.00	0.00
Ario	12,198.00	143,841.54	2,339,700.88
Charapan	932.00	6,524.00	114,497.05
Charo	55.00	362.50	6,362.75
Chilchota	702.00	5,756.40	93,522.45
Coalcomán de Vázquez Pallares	880.00	10,824.00	148,191.38
Copándaro	2.00	13.80	246.40
Cotija	1,937.00	20,462.98	359,643.31
Erongarícuaro	447.00	5,685.84	95,173.29
Hidalgo	45.00	360.00	3,720.24
Huiramba	87.00	889.14	15,019.08
Irimbo	99.00	752.40	7,343.83
Jiménez	0.00	0.00	0.00
Jiquilpan	65.00	588.25	7,362.88
Jungapeo	23.50	206.75	2,001.89
Juárez	40.00	388.00	5,042.49
Lagunillas	0.00	0.00	0.00
Los Reyes	5,467.00	61,929.40	1,051,015.38
Madero	1,245.00	10,335.00	171,276.26
Maravatío	9.00	61.20	747.30
Morelia	640.00	7,592.00	127,175.15
Nocupétaro	2.50	21.25	323.74
Nuevo Parangaricutiro	6,565.00	67,821.50	1,148,720.64
Ocampo	69.50	566.55	7,227.96
Pajacuarán	5.39	47.16	786.58
Peribán	12,955.00	149,412.60	2,586,243.88
Purépero	448.74	3,724.54	61,032.29
Pátzcuaro	219.00	2,124.30	37,473.61
Queréndaro	20.00	188.00	3,290.00
Quiroga	69.00	678.27	11,984.01
Sahuayo	10.00	90.00	1,115.00
Salvador Escalante	13,465.00	156,461.43	2,611,689.30
Susupuato	200.00	1,880.00	20,889.43
Tacámbaro	14,299.00	168,161.30	2,736,587.84
Tancítaro	22,417.00	224,142.40	4,346,781.58
Tangamandapio	2,247.00	25,142.70	410,065.65
Tangancícuaro	1,829.88	17,756.21	297,683.01
Taretan	1,205.00	12,070.50	227,790.45
Tarímbaro	20.00	140.00	2,284.00
Tingambato	3,500.00	34,741.70	622,307.57
Tingüindín	4,927.70	57,323.16	944,442.16
Tlazazalca	125.65	1,019.00	16,503.87
Tocumbo	891.00	9,778.60	165,985.32
Turicato	3,585.00	38,185.50	642,115.03
Tuxpan	334.00	2,781.90	26,533.04
Tuzantla	160.00	480.00	8,160.00
Tzintzuntzan	20.00	184.40	3,226.04
Tzitzio	30.00	180.00	2,861.70
Uruapan	15,096.00	154,496.00	2,664,891.10
Zacapu	0.00	0.00	0.00
Zinapécuaro	50.00	410.00	7,204.00
Ziracuaretiro	4,325.00	41,562.00	707,108.49
Zitácuaro	1,326.00	12,918.85	137,516.13
Álvaro Obregón	5.00	32.00	552.00
Morelos			
Cuernavaca	145.00	1,247.00	11,793.71
Huitzilac	2.40	19.68	173.18
Ocuituco	1,485.00	12,653.00	117,439.04
Puente de Ixtla	3.00	30.90	390.72
Tepoztlán	50.00	415.00	4,115.09
Tetela del Volcán	1,370.00	11,423.00	109,797.43
Tlalnepantla	243.00	1,992.60	18,581.00
Tlaltizapán de Zapata	2.00	21.80	260.79
Tlayacapan	72.00	604.80	7,093.93
Totolapan	105.00	840.00	7,979.05
Yautepec	11.00	99.40	1,045.49
Yecapixtla	410.00	3,100.50	28,552.17
Nayarit			
Ahuacatlán	7.00	55.30	614.11
Amatlán de Cañas	5.00	25.50	245.33
Bahía de Banderas	2.00	12.40	109.42
Compostela	12.50	69.00	577.82
Ixtlán del Río	13.00	80.80	931.80
Jala	56.50	423.50	4,906.09
Ruíz	6.00	31.32	240.76
San Blas	418.67	4,909.51	36,816.40
San Pedro Lagunillas	213.00	1,150.20	8,854.24
Santa María del Oro	51.00	396.30	4,195.29
Tepic	1,909.95	13,794.94	119,789.46
Xalisco	1,804.00	12,291.40	105,202.26
2017			
Jalisco			
Acatic	105.40	1,222.64	27,345.48
Acatlán de Juárez	25.00	312.50	4,299.83
Ahualulco de Mercado	62.00	660.30	9,930.83
Amacueca	186.00	2,240.37	42,346.26
Ameca	110.00	1,493.80	32,462.43
Arandas	166.00	1,676.60	36,113.96
Atengo	120.00	1,102.00	23,800.00
Atenguillo	11.00	123.42	3,374.78
Atotonilco El Alto	241.00	3,892.15	71,647.28
Atoyac	322.98	3,905.47	72,875.21
Autlán de Navarro	73.00	313.90	6,379.34
Ayotlán	101.00	1,476.62	25,645.76
Ayutla	26.00	254.50	4,729.73
Cabo Corrientes	13.00	101.92	2,188.06
Chiquilistlán	166.30	1,912.45	35,172.46
Cocula	65.00	763.10	15,963.08
Concepción de Buenos Aires	1,099.08	11,168.51	213,670.56
Cuautitlán de García Barragán	107.00	812.13	17,353.16
Degollado	40.00	580.80	9,897.98
El Arenal	55.00	517.00	9,080.70
El Limón	1.50	6.00	126.00
Etzatlán	32.00	339.20	5,010.56
Guachinango	0.00	0.00	0.00
Gómez Farías	780.10	8,023.27	105,574.34
Ixtlahuacán de Los Membrillos	18.00	243.36	5,224.05
Ixtlahuacán del Río	41.00	519.88	12,753.45
Jesús María	90.00	1,089.00	23,696.28
Jocotepec	30.00	460.80	9,217.57
La Barca	35.00	462.70	7,793.01
La Manzanilla de la Paz	218.55	2,761.13	54,093.56
Magdalena	9.00	98.01	2,086.37
Mascota	68.45	837.83	17,632.87
Mazamitla	374.88	3,929.90	76,679.86
Mixtlán	4.00	46.00	1,261.25
Ocotlán	1.00	14.72	325.34
Pihuamo	45.00	548.50	10,009.75
Puerto Vallarta	15.00	120.30	2,639.82
Quitupan	438.65	4,726.84	96,480.80
San Cristóbal de La Barranca	4.00	48.60	860.96
San Gabriel	948.89	8,901.86	115,711.98
San Juanito de Escobedo	19.00	207.10	3,144.67
San Marcos	11.00	113.30	1,700.30
San Martín Hidalgo	13.60	153.54	3,314.86
San Pedro Tlaquepaque	8.00	113.60	2,474.40
San Sebastián del Oeste	11.00	112.31	2,946.32
Santa María de Los Ángeles	9.00	81.45	1,003.57
Sayula	780.71	8,411.16	108,433.73
Tala	40.00	364.00	7,253.38
Talpa de Allende	22.00	229.90	5,946.18
Tamazula de Gordiano	554.00	7,600.57	155,606.93
Tapalpa	680.00	7,502.00	136,560.93
Tecalitlán	186.00	2,507.08	46,552.42
Techaluta de Montenegro	75.10	802.07	15,385.30
Tecolotlán	60.00	685.00	13,744.00
Tenamaxtlán	6.00	38.89	585.81
Teocuitatlán de Corona	50.55	601.24	10,402.40
Tepatitlán de Morelos	170.00	2,176.00	48,334.92
Tequila	21.00	236.88	4,967.19
Teuchitlán	2.00	17.40	350.58
Tizapán El Alto	20.00	252.20	5,135.50
Tlajomulco de Zúñiga	25.50	316.93	4,890.57
Tolimán	52.50	672.53	14,553.77
Tonila	576.00	8,124.27	112,658.81
Tototlán	25.00	367.50	8,678.31
Tuxcueca	44.00	681.12	13,247.64
Tuxpan	691.00	9,819.80	135,236.71
Valle de Juárez	41.80	464.84	9,559.30
Villa Corona	32.82	393.84	8,418.76
Villa Purificación	110.00	708.40	14,996.35
Yahualica de González Gallo	36.00	464.69	6,913.18
Zacoalco de Torres	34.30	408.07	8,169.35
Zapopan	25.00	350.00	6,667.50
Zapotiltic	707.85	10,164.73	144,033.82
Zapotitlán de Vadillo	275.00	2,663.93	58,656.46
Zapotlanejo	20.00	235.60	4,557.19
Zapotlán el Grande	2,989.90	33,938.13	453,958.02
México			
Almoloya de Alquisiras	524.00	7,816.96	121,536.42
Amanalco	24.50	325.00	5,094.05
Amatepec	141.86	709.30	12,639.48
Atlautla	137.00	1,499.95	30,246.80
Coatepec Harinas	2,060.00	26,917.40	413,173.59
Donato Guerra	1,128.36	14,085.20	274,427.69
Ecatzingo	34.00	323.58	5,558.47
Ixtapan de La Sal	37.00	645.66	9,747.61
Ixtapan del Oro	134.00	1,387.00	20,445.84
Joquicingo	135.10	1,904.91	30,250.31
Luvianos	95.00	722.00	13,718.00
Malinalco	224.00	3,524.82	50,611.57
Ocuilan	191.00	2,372.80	34,093.29
Otzoloapan	6.00	64.00	1,014.40
Ozumba	50.00	524.00	11,392.85
San Simón de Guerrero	263.00	2,201.20	30,330.48
Santo Tomás	7.00	81.00	1,782.00
Sultepec	220.00	3,859.90	54,189.25
Tejupilco	54.75	446.21	8,924.20
Temascaltepec	1,489.00	12,457.83	215,992.07
Tenancingo	859.00	14,757.88	240,664.54
Tenango del Valle	15.00	195.00	3,223.86
Tepetlixpa	36.00	426.96	9,191.28
Texcaltitlán	11.00	188.10	2,630.00
Valle de Bravo	255.00	3,030.00	54,530.50
Villa Guerrero	233.00	2,777.24	51,575.53
Villa de Allende	410.85	5,250.00	86,625.00
Zacazonapan	2.00	23.20	475.60
Zacualpan	14.00	250.46	2,930.38
Michoacán			
Acuitzio	1,356.00	13,328.20	260,007.08
Aguililla	60.00	750.00	12,282.75
Apatzingán	416.82	4,322.42	70,952.52
Aquila	4.00	8.20	179.54
Ario	12,971.00	167,098.50	3,442,262.59
Charapan	1,200.00	10,200.00	192,780.00
Charo	80.00	548.00	10,690.80
Chilchota	600.00	5,400.00	115,338.32
Chinicuila	120.00	252.00	5,678.81
Coalcomán de Vázquez Pallares	850.00	10,888.50	193,793.52
Copándaro	2.00	15.00	270.00
Cotija	2,293.00	24,241.40	508,120.58
Erongarícuaro	514.00	6,769.38	140,126.17
Hidalgo	45.00	373.50	4,901.81
Huiramba	127.00	1,355.09	27,914.85
Indaparapeo	3.00	27.60	547.68
Irimbo	139.00	1,090.30	14,127.18
Jiménez	15.00	232.50	4,650.00
Jiquilpan	65.00	910.00	12,740.00
Jungapeo	23.50	213.10	3,030.63
Juárez	40.00	424.12	7,000.10
Lagunillas	6.00	62.04	1,293.53
Los Reyes	5,604.00	63,622.80	1,294,692.32
Madero	1,295.00	10,107.50	196,781.38
Maravatío	9.00	65.82	837.93
Morelia	1,032.00	11,793.80	228,275.94
Nocupétaro	3.50	31.50	623.81
Nuevo Parangaricutiro	6,950.00	69,995.17	1,516,578.49
Nuevo Urecho	190.00	1,977.90	32,477.12
Ocampo	76.00	677.24	9,609.21
Pajacuarán	5.39	49.59	1,075.21
Parácuaro	163.00	1,882.65	30,894.29
Peribán	12,383.00	143,053.80	3,007,505.54
Purépero	511.74	4,349.79	92,532.11
Pátzcuaro	238.00	2,420.46	50,708.64
Queréndaro	15.00	105.00	2,016.00
Quiroga	130.00	1,357.20	28,229.76
Sahuayo	10.00	110.00	1,430.00
Salvador Escalante	13,912.00	173,912.05	3,609,075.32
Susupuato	200.00	2,060.16	29,894.98
Tacámbaro	14,809.00	173,595.00	3,403,612.11
Tancítaro	22,778.00	218,973.70	5,036,264.20
Tangamandapio	2,307.00	25,638.45	551,549.89
Tangancícuaro	1,802.88	18,043.73	390,479.43
Taretan	1,100.00	13,029.00	286,631.70
Tarímbaro	20.00	136.00	2,652.00
Tepalcatepec	0.00	0.00	0.00
Tingambato	3,700.00	42,164.70	920,069.00
Tingüindín	5,068.70	59,703.57	1,179,761.89
Tlazazalca	177.00	1,584.50	33,649.85
Tocumbo	891.00	9,920.20	202,712.01
Turicato	3,935.00	46,486.50	948,080.05
Tuxpan	337.00	2,855.40	37,979.56
Tuzantla	160.00	1,280.00	24,448.00
Tzintzuntzan	23.00	223.79	4,565.32
Tzitzio	40.00	208.00	4,201.60
Uruapan	15,101.00	153,505.44	3,460,037.86
Zacapu	300.00	4,580.00	93,890.00
Zinapécuaro	60.00	355.00	7,013.00
Ziracuaretiro	4,450.00	44,123.00	896,361.80
Zitácuaro	1,328.50	13,367.90	176,439.59
Álvaro Obregón	6.00	39.60	792.72
Morelos			
Cuernavaca	165.00	1,452.00	11,616.00
Huitzilac	4.40	38.28	361.81
Ocuituco	1,570.00	13,497.20	215,242.76
Tepoztlán	50.00	490.00	5,139.25
Tetela del Volcán	1,526.00	12,683.17	194,642.45
Tlalnepantla	248.00	2,028.64	18,024.65
Tlayacapan	77.00	616.00	5,670.53
Totolapan	108.00	788.40	7,723.44
Yautepec	11.00	90.80	1,096.62
Yecapixtla	406.00	3,161.08	40,971.27
Nayarit			
Ahuacatlán	7.00	52.50	718.24
Amatlán de Cañas	5.00	37.30	392.23
Bahía de Banderas	2.00	14.00	84.00
Compostela	12.50	33.35	366.85
Ixtlán del Río	13.00	119.60	1,535.26
