entidad,inegi,año,municipio,month,crimes,xmonth,pop,educ,crime_pc
mexico,15078,2013,santo tomas,marzo,0.0,27,9729,8.04,0.0
mexico,15078,2014,santo tomas,marzo,0.0,39,9729,8.04,0.0
mexico,15078,2015,santo tomas,marzo,0.0,51,9729,8.04,0.0
mexico,15078,2016,santo tomas,marzo,1.0,63,9729,8.04,10.278548668927948
mexico,15078,2017,santo tomas,marzo,0.0,75,9729,8.04,0.0
mexico,15078,2018,santo tomas,marzo,0.0,87,9729,8.04,0.0
mexico,15078,2019,santo tomas,marzo,0.0,99,9729,8.04,0.0
mexico,15079,2011,soyaniquilpan de juarez,marzo,0.0,3,14323,9.07,0.0
mexico,15079,2012,soyaniquilpan de juarez,marzo,0.0,15,14323,9.07,0.0
mexico,15079,2013,soyaniquilpan de juarez,marzo,0.0,27,14323,9.07,0.0
mexico,15079,2014,soyaniquilpan de juarez,marzo,0.0,39,14323,9.07,0.0
mexico,15079,2015,soyaniquilpan de juarez,marzo,0.0,51,14323,9.07,0.0
mexico,15079,2016,soyaniquilpan de juarez,marzo,0.0,63,14323,9.07,0.0
mexico,15079,2017,soyaniquilpan de juarez,marzo,0.0,75,14323,9.07,0.0
mexico,15079,2018,soyaniquilpan de juarez,marzo,0.0,87,14323,9.07,0.0
mexico,15079,2019,soyaniquilpan de juarez,marzo,0.0,99,14323,9.07,0.0
mexico,15080,2011,sultepec,marzo,1.0,3,24145,7.13,4.141644232760406
mexico,15080,2012,sultepec,marzo,0.0,15,24145,7.13,0.0
mexico,15080,2013,sultepec,marzo,0.0,27,24145,7.13,0.0
mexico,15080,2014,sultepec,marzo,1.0,39,24145,7.13,4.141644232760406
mexico,15080,2015,sultepec,marzo,1.0,51,24145,7.13,4.141644232760406
mexico,15080,2016,sultepec,marzo,0.0,63,24145,7.13,0.0
mexico,15080,2017,sultepec,marzo,0.0,75,24145,7.13,0.0
mexico,15080,2018,sultepec,marzo,1.0,87,24145,7.13,4.141644232760406
mexico,15080,2019,sultepec,marzo,0.0,99,24145,7.13,0.0
mexico,15081,2011,tecamac,marzo,3.0,3,547503,10.99,0.5479422030564216
mexico,15081,2012,tecamac,marzo,5.0,15,547503,10.99,0.913237005094036
mexico,15081,2013,tecamac,marzo,3.0,27,547503,10.99,0.5479422030564216
mexico,15081,2014,tecamac,marzo,1.0,39,547503,10.99,0.1826474010188072
mexico,15081,2015,tecamac,marzo,10.0,51,547503,10.99,1.826474010188072
mexico,15081,2016,tecamac,marzo,14.0,63,547503,10.99,2.5570636142633005
mexico,15081,2017,tecamac,marzo,13.0,75,547503,10.99,2.3744162132444937
mexico,15081,2018,tecamac,marzo,21.0,87,547503,10.99,3.8355954213949515
mexico,15081,2019,tecamac,marzo,13.0,99,547503,10.99,2.3744162132444937
mexico,15082,2011,tejupilco,marzo,2.0,3,79282,8.56,2.5226407002850584
mexico,15082,2012,tejupilco,marzo,2.0,15,79282,8.56,2.5226407002850584
mexico,15082,2013,tejupilco,marzo,1.0,27,79282,8.56,1.2613203501425292
mexico,15082,2014,tejupilco,marzo,1.0,39,79282,8.56,1.2613203501425292
mexico,15082,2015,tejupilco,marzo,2.0,51,79282,8.56,2.5226407002850584
mexico,15082,2016,tejupilco,marzo,1.0,63,79282,8.56,1.2613203501425292
mexico,15082,2017,tejupilco,marzo,0.0,75,79282,8.56,0.0
mexico,15082,2018,tejupilco,marzo,0.0,87,79282,8.56,0.0
mexico,15082,2019,tejupilco,marzo,1.0,99,79282,8.56,1.2613203501425292
mexico,15083,2011,temamatla,marzo,0.0,3,14130,9.82,0.0
mexico,15083,2012,temamatla,marzo,1.0,15,14130,9.82,7.077140835102619
mexico,15083,2013,temamatla,marzo,0.0,27,14130,9.82,0.0
mexico,15083,2014,temamatla,marzo,0.0,39,14130,9.82,0.0
mexico,15083,2015,temamatla,marzo,1.0,51,14130,9.82,7.077140835102619
mexico,15083,2016,temamatla,marzo,0.0,63,14130,9.82,0.0
mexico,15083,2017,temamatla,marzo,0.0,75,14130,9.82,0.0
mexico,15083,2018,temamatla,marzo,0.0,87,14130,9.82,0.0
mexico,15083,2019,temamatla,marzo,2.0,99,14130,9.82,14.154281670205238
mexico,15084,2011,temascalapa,marzo,0.0,3,43593,9.13,0.0
mexico,15084,2012,temascalapa,marzo,0.0,15,43593,9.13,0.0
mexico,15084,2013,temascalapa,marzo,1.0,27,43593,9.13,2.293946275778221
mexico,15084,2014,temascalapa,marzo,1.0,39,43593,9.13,2.293946275778221
mexico,15084,2015,temascalapa,marzo,1.0,51,43593,9.13,2.293946275778221
mexico,15084,2016,temascalapa,marzo,1.0,63,43593,9.13,2.293946275778221
mexico,15084,2017,temascalapa,marzo,1.0,75,43593,9.13,2.293946275778221
mexico,15084,2018,temascalapa,marzo,0.0,87,43593,9.13,0.0
mexico,15084,2019,temascalapa,marzo,3.0,99,43593,9.13,6.881838827334664
mexico,15085,2011,temascalcingo,marzo,0.0,3,66414,8.04,0.0
mexico,15085,2012,temascalcingo,marzo,0.0,15,66414,8.04,0.0
mexico,15085,2013,temascalcingo,marzo,0.0,27,66414,8.04,0.0
mexico,15085,2014,temascalcingo,marzo,2.0,39,66414,8.04,3.0114132562411537
mexico,15085,2015,temascalcingo,marzo,1.0,51,66414,8.04,1.5057066281205769
mexico,15085,2016,temascalcingo,marzo,0.0,63,66414,8.04,0.0
mexico,15085,2017,temascalcingo,marzo,1.0,75,66414,8.04,1.5057066281205769
mexico,15085,2018,temascalcingo,marzo,0.0,87,66414,8.04,0.0
mexico,15085,2019,temascalcingo,marzo,0.0,99,66414,8.04,0.0
mexico,15086,2011,temascaltepec,marzo,0.0,3,35014,7.85,0.0
mexico,15086,2012,temascaltepec,marzo,1.0,15,35014,7.85,2.856000456960073
mexico,15086,2013,temascaltepec,marzo,0.0,27,35014,7.85,0.0
mexico,15086,2014,temascaltepec,marzo,2.0,39,35014,7.85,5.712000913920146
mexico,15086,2015,temascaltepec,marzo,0.0,51,35014,7.85,0.0
mexico,15086,2016,temascaltepec,marzo,0.0,63,35014,7.85,0.0
mexico,15086,2017,temascaltepec,marzo,0.0,75,35014,7.85,0.0
mexico,15086,2018,temascaltepec,marzo,0.0,87,35014,7.85,0.0
mexico,15086,2019,temascaltepec,marzo,1.0,99,35014,7.85,2.856000456960073
mexico,15087,2011,temoaya,marzo,0.0,3,105766,8.27,0.0
mexico,15087,2012,temoaya,marzo,3.0,15,105766,8.27,2.8364502770266435
mexico,15087,2013,temoaya,marzo,0.0,27,105766,8.27,0.0
mexico,15087,2014,temoaya,marzo,0.0,39,105766,8.27,0.0
mexico,15087,2015,temoaya,marzo,1.0,51,105766,8.27,0.9454834256755479
mexico,15087,2016,temoaya,marzo,1.0,63,105766,8.27,0.9454834256755479
mexico,15087,2017,temoaya,marzo,0.0,75,105766,8.27,0.0
mexico,15087,2018,temoaya,marzo,1.0,87,105766,8.27,0.9454834256755479
mexico,15087,2019,temoaya,marzo,3.0,99,105766,8.27,2.8364502770266435
mexico,15088,2011,tenancingo,marzo,0.0,3,104677,9.25,0.0
mexico,15088,2012,tenancingo,marzo,0.0,15,104677,9.25,0.0
mexico,15088,2013,tenancingo,marzo,2.0,27,104677,9.25,1.9106393954736953
mexico,15088,2014,tenancingo,marzo,0.0,39,104677,9.25,0.0
mexico,15088,2015,tenancingo,marzo,0.0,51,104677,9.25,0.0
mexico,15088,2016,tenancingo,marzo,0.0,63,104677,9.25,0.0
mexico,15088,2017,tenancingo,marzo,4.0,75,104677,9.25,3.8212787909473906
mexico,15088,2018,tenancingo,marzo,1.0,87,104677,9.25,0.9553196977368477
mexico,15088,2019,tenancingo,marzo,3.0,99,104677,9.25,2.865959093210543
mexico,15089,2011,tenango del aire,marzo,0.0,3,11359,9.79,0.0
mexico,15089,2012,tenango del aire,marzo,1.0,15,11359,9.79,8.803591865481117
mexico,15089,2013,tenango del aire,marzo,0.0,27,11359,9.79,0.0
mexico,15089,2014,tenango del aire,marzo,0.0,39,11359,9.79,0.0
mexico,15089,2015,tenango del aire,marzo,0.0,51,11359,9.79,0.0
mexico,15089,2016,tenango del aire,marzo,0.0,63,11359,9.79,0.0
mexico,15089,2017,tenango del aire,marzo,0.0,75,11359,9.79,0.0
mexico,15089,2018,tenango del aire,marzo,0.0,87,11359,9.79,0.0
mexico,15089,2019,tenango del aire,marzo,0.0,99,11359,9.79,0.0
mexico,15090,2011,tenango del valle,marzo,2.0,3,90518,9.07,2.209505291765174
mexico,15090,2012,tenango del valle,marzo,0.0,15,90518,9.07,0.0
mexico,15090,2013,tenango del valle,marzo,0.0,27,90518,9.07,0.0
mexico,15090,2014,tenango del valle,marzo,0.0,39,90518,9.07,0.0
mexico,15090,2015,tenango del valle,marzo,1.0,51,90518,9.07,1.104752645882587
mexico,15090,2016,tenango del valle,marzo,0.0,63,90518,9.07,0.0
mexico,15090,2017,tenango del valle,marzo,0.0,75,90518,9.07,0.0
mexico,15090,2018,tenango del valle,marzo,0.0,87,90518,9.07,0.0
mexico,15090,2019,tenango del valle,marzo,0.0,99,90518,9.07,0.0
mexico,15091,2011,teoloyucan,marzo,2.0,3,65459,9.67,3.055347622175713
mexico,15091,2012,teoloyucan,marzo,0.0,15,65459,9.67,0.0
mexico,15091,2013,teoloyucan,marzo,1.0,27,65459,9.67,1.5276738110878565
mexico,15091,2014,teoloyucan,marzo,2.0,39,65459,9.67,3.055347622175713
mexico,15091,2015,teoloyucan,marzo,0.0,51,65459,9.67,0.0
mexico,15091,2016,teoloyucan,marzo,2.0,63,65459,9.67,3.055347622175713
mexico,15091,2017,teoloyucan,marzo,0.0,75,65459,9.67,0.0
mexico,15091,2018,teoloyucan,marzo,3.0,87,65459,9.67,4.5830214332635695
mexico,15091,2019,teoloyucan,marzo,3.0,99,65459,9.67,4.5830214332635695
mexico,15092,2011,teotihuacan,marzo,1.0,3,58507,10.01,1.7091971900798197
mexico,15092,2012,teotihuacan,marzo,1.0,15,58507,10.01,1.7091971900798197
mexico,15092,2013,teotihuacan,marzo,0.0,27,58507,10.01,0.0
mexico,15092,2014,teotihuacan,marzo,1.0,39,58507,10.01,1.7091971900798197
mexico,15092,2015,teotihuacan,marzo,0.0,51,58507,10.01,0.0
mexico,15092,2016,teotihuacan,marzo,1.0,63,58507,10.01,1.7091971900798197
mexico,15092,2017,teotihuacan,marzo,3.0,75,58507,10.01,5.127591570239459
mexico,15092,2018,teotihuacan,marzo,2.0,87,58507,10.01,3.4183943801596395
mexico,15092,2019,teotihuacan,marzo,3.0,99,58507,10.01,5.127591570239459
mexico,15093,2011,tepetlaoxtoc,marzo,0.0,3,32564,9.68,0.0
mexico,15093,2012,tepetlaoxtoc,marzo,0.0,15,32564,9.68,0.0
mexico,15093,2013,tepetlaoxtoc,marzo,1.0,27,32564,9.68,3.0708758137820906
mexico,15093,2014,tepetlaoxtoc,marzo,0.0,39,32564,9.68,0.0
mexico,15093,2015,tepetlaoxtoc,marzo,0.0,51,32564,9.68,0.0
mexico,15093,2016,tepetlaoxtoc,marzo,1.0,63,32564,9.68,3.0708758137820906
mexico,15093,2017,tepetlaoxtoc,marzo,0.0,75,32564,9.68,0.0
mexico,15093,2018,tepetlaoxtoc,marzo,0.0,87,32564,9.68,0.0
mexico,15093,2019,tepetlaoxtoc,marzo,1.0,99,32564,9.68,3.0708758137820906
mexico,15094,2011,tepetlixpa,marzo,0.0,3,20500,9.13,0.0
mexico,15094,2012,tepetlixpa,marzo,0.0,15,20500,9.13,0.0
mexico,15094,2013,tepetlixpa,marzo,0.0,27,20500,9.13,0.0
mexico,15094,2014,tepetlixpa,marzo,0.0,39,20500,9.13,0.0
mexico,15094,2015,tepetlixpa,marzo,2.0,51,20500,9.13,9.75609756097561
mexico,15094,2016,tepetlixpa,marzo,0.0,63,20500,9.13,0.0
mexico,15094,2017,tepetlixpa,marzo,0.0,75,20500,9.13,0.0
mexico,15094,2018,tepetlixpa,marzo,1.0,87,20500,9.13,4.878048780487805
mexico,15094,2019,tepetlixpa,marzo,1.0,99,20500,9.13,4.878048780487805
mexico,15095,2011,tepotzotlan,marzo,4.0,3,103696,9.85,3.8574294090418144
mexico,15095,2012,tepotzotlan,marzo,2.0,15,103696,9.85,1.9287147045209072
mexico,15095,2013,tepotzotlan,marzo,1.0,27,103696,9.85,0.9643573522604536
mexico,15095,2014,tepotzotlan,marzo,4.0,39,103696,9.85,3.8574294090418144
mexico,15095,2015,tepotzotlan,marzo,2.0,51,103696,9.85,1.9287147045209072
mexico,15095,2016,tepotzotlan,marzo,1.0,63,103696,9.85,0.9643573522604536
mexico,15095,2017,tepotzotlan,marzo,2.0,75,103696,9.85,1.9287147045209072
mexico,15095,2018,tepotzotlan,marzo,1.0,87,103696,9.85,0.9643573522604536
mexico,15095,2019,tepotzotlan,marzo,4.0,99,103696,9.85,3.8574294090418144
mexico,15096,2011,tequixquiac,marzo,0.0,3,39489,9.35,0.0
mexico,15096,2012,tequixquiac,marzo,0.0,15,39489,9.35,0.0
mexico,15096,2013,tequixquiac,marzo,0.0,27,39489,9.35,0.0
mexico,15096,2014,tequixquiac,marzo,0.0,39,39489,9.35,0.0
mexico,15096,2015,tequixquiac,marzo,1.0,51,39489,9.35,2.5323507812302157
mexico,15096,2016,tequixquiac,marzo,0.0,63,39489,9.35,0.0
mexico,15096,2017,tequixquiac,marzo,0.0,75,39489,9.35,0.0
mexico,15096,2018,tequixquiac,marzo,2.0,87,39489,9.35,5.0647015624604315
mexico,15096,2019,tequixquiac,marzo,0.0,99,39489,9.35,0.0
mexico,15097,2011,texcaltitlan,marzo,0.0,3,18482,8.32,0.0
mexico,15097,2012,texcaltitlan,marzo,0.0,15,18482,8.32,0.0
mexico,15097,2013,texcaltitlan,marzo,0.0,27,18482,8.32,0.0
mexico,15097,2014,texcaltitlan,marzo,0.0,39,18482,8.32,0.0
mexico,15097,2015,texcaltitlan,marzo,0.0,51,18482,8.32,0.0
mexico,15097,2016,texcaltitlan,marzo,0.0,63,18482,8.32,0.0
mexico,15097,2017,texcaltitlan,marzo,0.0,75,18482,8.32,0.0
mexico,15097,2018,texcaltitlan,marzo,0.0,87,18482,8.32,0.0
mexico,15097,2019,texcaltitlan,marzo,0.0,99,18482,8.32,0.0
mexico,15098,2011,texcalyacac,marzo,0.0,3,5736,10.09,0.0
mexico,15098,2012,texcalyacac,marzo,0.0,15,5736,10.09,0.0
mexico,15098,2013,texcalyacac,marzo,0.0,27,5736,10.09,0.0
mexico,15098,2014,texcalyacac,marzo,0.0,39,5736,10.09,0.0
mexico,15098,2015,texcalyacac,marzo,0.0,51,5736,10.09,0.0
mexico,15098,2016,texcalyacac,marzo,0.0,63,5736,10.09,0.0
mexico,15098,2017,texcalyacac,marzo,0.0,75,5736,10.09,0.0
mexico,15098,2018,texcalyacac,marzo,0.0,87,5736,10.09,0.0
mexico,15098,2019,texcalyacac,marzo,0.0,99,5736,10.09,0.0
mexico,15099,2011,texcoco,marzo,2.0,3,277562,10.52,0.7205597307988846
mexico,15099,2012,texcoco,marzo,9.0,15,277562,10.52,3.242518788594981
mexico,15099,2013,texcoco,marzo,9.0,27,277562,10.52,3.242518788594981
mexico,15099,2014,texcoco,marzo,1.0,39,277562,10.52,0.3602798653994423
mexico,15099,2015,texcoco,marzo,3.0,51,277562,10.52,1.0808395961983268
mexico,15099,2016,texcoco,marzo,0.0,63,277562,10.52,0.0
mexico,15099,2017,texcoco,marzo,1.0,75,277562,10.52,0.3602798653994423
mexico,15099,2018,texcoco,marzo,7.0,87,277562,10.52,2.5219590577960957
mexico,15099,2019,texcoco,marzo,9.0,99,277562,10.52,3.242518788594981
mexico,15100,2011,tezoyuca,marzo,0.0,3,47044,9.3,0.0
mexico,15100,2012,tezoyuca,marzo,0.0,15,47044,9.3,0.0
mexico,15100,2013,tezoyuca,marzo,0.0,27,47044,9.3,0.0
mexico,15100,2014,tezoyuca,marzo,0.0,39,47044,9.3,0.0
mexico,15100,2015,tezoyuca,marzo,2.0,51,47044,9.3,4.251339171839129
mexico,15100,2016,tezoyuca,marzo,2.0,63,47044,9.3,4.251339171839129
mexico,15100,2017,tezoyuca,marzo,1.0,75,47044,9.3,2.1256695859195647
mexico,15100,2018,tezoyuca,marzo,0.0,87,47044,9.3,0.0
mexico,15100,2019,tezoyuca,marzo,0.0,99,47044,9.3,0.0
mexico,15101,2011,tianguistenco,marzo,0.0,3,84259,9.74,0.0
mexico,15101,2012,tianguistenco,marzo,1.0,15,84259,9.74,1.1868168385573055
mexico,15101,2013,tianguistenco,marzo,0.0,27,84259,9.74,0.0
mexico,15101,2014,tianguistenco,marzo,0.0,39,84259,9.74,0.0
mexico,15101,2015,tianguistenco,marzo,1.0,51,84259,9.74,1.1868168385573055
mexico,15101,2016,tianguistenco,marzo,2.0,63,84259,9.74,2.373633677114611
mexico,15101,2017,tianguistenco,marzo,1.0,75,84259,9.74,1.1868168385573055
mexico,15101,2018,tianguistenco,marzo,2.0,87,84259,9.74,2.373633677114611
mexico,15101,2019,tianguistenco,marzo,4.0,99,84259,9.74,4.747267354229222
mexico,15102,2011,timilpan,marzo,0.0,3,16414,8.68,0.0
mexico,15102,2012,timilpan,marzo,0.0,15,16414,8.68,0.0
mexico,15102,2013,timilpan,marzo,0.0,27,16414,8.68,0.0
mexico,15102,2014,timilpan,marzo,0.0,39,16414,8.68,0.0
mexico,15102,2015,timilpan,marzo,0.0,51,16414,8.68,0.0
mexico,15102,2016,timilpan,marzo,2.0,63,16414,8.68,12.184720360667722
mexico,15102,2017,timilpan,marzo,0.0,75,16414,8.68,0.0
mexico,15102,2018,timilpan,marzo,0.0,87,16414,8.68,0.0
mexico,15102,2019,timilpan,marzo,1.0,99,16414,8.68,6.092360180333861
mexico,15103,2011,tlalmanalco,marzo,0.0,3,49196,10.5,0.0
mexico,15103,2012,tlalmanalco,marzo,1.0,15,49196,10.5,2.032685584193837
mexico,15103,2013,tlalmanalco,marzo,0.0,27,49196,10.5,0.0
mexico,15103,2014,tlalmanalco,marzo,1.0,39,49196,10.5,2.032685584193837
mexico,15103,2015,tlalmanalco,marzo,7.0,51,49196,10.5,14.228799089356858
mexico,15103,2016,tlalmanalco,marzo,2.0,63,49196,10.5,4.065371168387674
mexico,15103,2017,tlalmanalco,marzo,0.0,75,49196,10.5,0.0
mexico,15103,2018,tlalmanalco,marzo,0.0,87,49196,10.5,0.0
mexico,15103,2019,tlalmanalco,marzo,2.0,99,49196,10.5,4.065371168387674
mexico,15104,2011,tlalnepantla de baz,marzo,8.0,3,672202,10.93,1.1901184465383918
mexico,15104,2012,tlalnepantla de baz,marzo,15.0,15,672202,10.93,2.2314720872594846
mexico,15104,2013,tlalnepantla de baz,marzo,14.0,27,672202,10.93,2.0827072814421856
mexico,15104,2014,tlalnepantla de baz,marzo,26.0,39,672202,10.93,3.8678849512497733
mexico,15104,2015,tlalnepantla de baz,marzo,19.0,51,672202,10.93,2.8265313105286802
mexico,15104,2016,tlalnepantla de baz,marzo,11.0,63,672202,10.93,1.6364128639902886
mexico,15104,2017,tlalnepantla de baz,marzo,16.0,75,672202,10.93,2.3802368930767837
mexico,15104,2018,tlalnepantla de baz,marzo,9.0,87,672202,10.93,1.3388832523556906
mexico,15104,2019,tlalnepantla de baz,marzo,22.0,99,672202,10.93,3.2728257279805772
mexico,15105,2011,tlatlaya,marzo,0.0,3,31762,7.54,0.0
mexico,15105,2012,tlatlaya,marzo,1.0,15,31762,7.54,3.1484163465776716
mexico,15105,2013,tlatlaya,marzo,0.0,27,31762,7.54,0.0
mexico,15105,2014,tlatlaya,marzo,1.0,39,31762,7.54,3.1484163465776716
mexico,15105,2015,tlatlaya,marzo,1.0,51,31762,7.54,3.1484163465776716
mexico,15105,2016,tlatlaya,marzo,0.0,63,31762,7.54,0.0
mexico,15105,2017,tlatlaya,marzo,0.0,75,31762,7.54,0.0
mexico,15105,2018,tlatlaya,marzo,0.0,87,31762,7.54,0.0
mexico,15105,2019,tlatlaya,marzo,0.0,99,31762,7.54,0.0
mexico,15106,2011,toluca,marzo,4.0,3,910608,10.92,0.4392669513116511
mexico,15106,2012,toluca,marzo,7.0,15,910608,10.92,0.7687171647953894
mexico,15106,2013,toluca,marzo,23.0,27,910608,10.92,2.5257849700419936
mexico,15106,2014,toluca,marzo,7.0,39,910608,10.92,0.7687171647953894
mexico,15106,2015,toluca,marzo,18.0,51,910608,10.92,1.97670128090243
mexico,15106,2016,toluca,marzo,21.0,63,910608,10.92,2.3061514943861683
mexico,15106,2017,toluca,marzo,10.0,75,910608,10.92,1.098167378279128
mexico,15106,2018,toluca,marzo,15.0,87,910608,10.92,1.6472510674186915
mexico,15106,2019,toluca,marzo,27.0,99,910608,10.92,2.965051921353645
mexico,15107,2011,tonatico,marzo,0.0,3,12912,8.72,0.0
mexico,15107,2012,tonatico,marzo,0.0,15,12912,8.72,0.0
mexico,15107,2013,tonatico,marzo,0.0,27,12912,8.72,0.0
mexico,15107,2014,tonatico,marzo,0.0,39,12912,8.72,0.0
mexico,15107,2015,tonatico,marzo,0.0,51,12912,8.72,0.0
mexico,15107,2016,tonatico,marzo,1.0,63,12912,8.72,7.744733581164808
mexico,15107,2017,tonatico,marzo,0.0,75,12912,8.72,0.0
mexico,15107,2018,tonatico,marzo,0.0,87,12912,8.72,0.0
mexico,15107,2019,tonatico,marzo,0.0,99,12912,8.72,0.0
mexico,15108,2011,tultepec,marzo,2.0,3,157645,10.71,1.2686732849123028
mexico,15108,2012,tultepec,marzo,2.0,15,157645,10.71,1.2686732849123028
mexico,15108,2013,tultepec,marzo,1.0,27,157645,10.71,0.6343366424561514
mexico,15108,2014,tultepec,marzo,1.0,39,157645,10.71,0.6343366424561514
mexico,15108,2015,tultepec,marzo,4.0,51,157645,10.71,2.5373465698246056
mexico,15108,2016,tultepec,marzo,4.0,63,157645,10.71,2.5373465698246056
mexico,15108,2017,tultepec,marzo,0.0,75,157645,10.71,0.0
mexico,15108,2018,tultepec,marzo,7.0,87,157645,10.71,4.4403564971930605
mexico,15108,2019,tultepec,marzo,4.0,99,157645,10.71,2.5373465698246056
mexico,15109,2011,tultitlan,marzo,4.0,3,516341,10.37,0.7746818478486116
mexico,15109,2012,tultitlan,marzo,7.0,15,516341,10.37,1.3556932337350704
mexico,15109,2013,tultitlan,marzo,5.0,27,516341,10.37,0.9683523098107646
mexico,15109,2014,tultitlan,marzo,8.0,39,516341,10.37,1.5493636956972232
mexico,15109,2015,tultitlan,marzo,10.0,51,516341,10.37,1.9367046196215292
mexico,15109,2016,tultitlan,marzo,15.0,63,516341,10.37,2.905056929432294
mexico,15109,2017,tultitlan,marzo,9.0,75,516341,10.37,1.7430341576593762
mexico,15109,2018,tultitlan,marzo,9.0,87,516341,10.37,1.7430341576593762
mexico,15109,2019,tultitlan,marzo,12.0,99,516341,10.37,2.324045543545835
mexico,15110,2011,valle de bravo,marzo,0.0,3,61590,9.13,0.0
mexico,15110,2012,valle de bravo,marzo,1.0,15,61590,9.13,1.6236402013313849
mexico,15110,2013,valle de bravo,marzo,2.0,27,61590,9.13,3.2472804026627697
mexico,15110,2014,valle de bravo,marzo,2.0,39,61590,9.13,3.2472804026627697
mexico,15110,2015,valle de bravo,marzo,3.0,51,61590,9.13,4.870920603994155
mexico,15110,2016,valle de bravo,marzo,3.0,63,61590,9.13,4.870920603994155
mexico,15110,2017,valle de bravo,marzo,1.0,75,61590,9.13,1.6236402013313849
mexico,15110,2018,valle de bravo,marzo,1.0,87,61590,9.13,1.6236402013313849
mexico,15110,2019,valle de bravo,marzo,2.0,99,61590,9.13,3.2472804026627697
mexico,15111,2011,villa de allende,marzo,0.0,3,53275,7.13,0.0
mexico,15111,2012,villa de allende,marzo,0.0,15,53275,7.13,0.0
mexico,15111,2013,villa de allende,marzo,0.0,27,53275,7.13,0.0
mexico,15111,2014,villa de allende,marzo,0.0,39,53275,7.13,0.0
mexico,15111,2015,villa de allende,marzo,1.0,51,53275,7.13,1.8770530267480057
mexico,15111,2016,villa de allende,marzo,1.0,63,53275,7.13,1.8770530267480057
mexico,15111,2017,villa de allende,marzo,0.0,75,53275,7.13,0.0
mexico,15111,2018,villa de allende,marzo,1.0,87,53275,7.13,1.8770530267480057
mexico,15111,2019,villa de allende,marzo,1.0,99,53275,7.13,1.8770530267480057
mexico,15112,2011,villa del carbon,marzo,0.0,3,51498,8.08,0.0
mexico,15112,2012,villa del carbon,marzo,0.0,15,51498,8.08,0.0
mexico,15112,2013,villa del carbon,marzo,0.0,27,51498,8.08,0.0
mexico,15112,2014,villa del carbon,marzo,0.0,39,51498,8.08,0.0
mexico,15112,2015,villa del carbon,marzo,0.0,51,51498,8.08,0.0
mexico,15112,2016,villa del carbon,marzo,0.0,63,51498,8.08,0.0
mexico,15112,2017,villa del carbon,marzo,0.0,75,51498,8.08,0.0
mexico,15112,2018,villa del carbon,marzo,0.0,87,51498,8.08,0.0
mexico,15112,2019,villa del carbon,marzo,0.0,99,51498,8.08,0.0
mexico,15113,2011,villa guerrero,marzo,0.0,3,69086,7.43,0.0
mexico,15113,2012,villa guerrero,marzo,0.0,15,69086,7.43,0.0
mexico,15113,2013,villa guerrero,marzo,0.0,27,69086,7.43,0.0
mexico,15113,2014,villa guerrero,marzo,0.0,39,69086,7.43,0.0
mexico,15113,2015,villa guerrero,marzo,0.0,51,69086,7.43,0.0
mexico,15113,2016,villa guerrero,marzo,0.0,63,69086,7.43,0.0
mexico,15113,2017,villa guerrero,marzo,2.0,75,69086,7.43,2.8949425353906726
mexico,15113,2018,villa guerrero,marzo,2.0,87,69086,7.43,2.8949425353906726
mexico,15113,2019,villa guerrero,marzo,3.0,99,69086,7.43,4.342413803086009
mexico,15114,2011,villa victoria,marzo,0.0,3,108196,6.84,0.0
mexico,15114,2012,villa victoria,marzo,0.0,15,108196,6.84,0.0
mexico,15114,2013,villa victoria,marzo,0.0,27,108196,6.84,0.0
mexico,15114,2014,villa victoria,marzo,0.0,39,108196,6.84,0.0
mexico,15114,2015,villa victoria,marzo,0.0,51,108196,6.84,0.0
mexico,15114,2016,villa victoria,marzo,0.0,63,108196,6.84,0.0
mexico,15114,2017,villa victoria,marzo,1.0,75,108196,6.84,0.9242485858996636
mexico,15114,2018,villa victoria,marzo,1.0,87,108196,6.84,0.9242485858996636
mexico,15114,2019,villa victoria,marzo,0.0,99,108196,6.84,0.0
mexico,15115,2011,xonacatlan,marzo,0.0,3,54633,9.67,0.0
mexico,15115,2012,xonacatlan,marzo,1.0,15,54633,9.67,1.8303955484780263
mexico,15115,2013,xonacatlan,marzo,1.0,27,54633,9.67,1.8303955484780263
mexico,15115,2014,xonacatlan,marzo,0.0,39,54633,9.67,0.0
mexico,15115,2015,xonacatlan,marzo,0.0,51,54633,9.67,0.0
mexico,15115,2016,xonacatlan,marzo,0.0,63,54633,9.67,0.0
mexico,15115,2017,xonacatlan,marzo,0.0,75,54633,9.67,0.0
mexico,15115,2018,xonacatlan,marzo,0.0,87,54633,9.67,0.0
mexico,15115,2019,xonacatlan,marzo,3.0,99,54633,9.67,5.491186645434078
mexico,15116,2011,zacazonapan,marzo,0.0,3,5109,7.8,0.0
mexico,15116,2012,zacazonapan,marzo,1.0,15,5109,7.8,19.573302016050107
mexico,15116,2013,zacazonapan,marzo,0.0,27,5109,7.8,0.0
mexico,15116,2014,zacazonapan,marzo,1.0,39,5109,7.8,19.573302016050107
mexico,15116,2015,zacazonapan,marzo,0.0,51,5109,7.8,0.0
mexico,15116,2016,zacazonapan,marzo,0.0,63,5109,7.8,0.0
mexico,15116,2017,zacazonapan,marzo,0.0,75,5109,7.8,0.0
mexico,15116,2018,zacazonapan,marzo,0.0,87,5109,7.8,0.0
mexico,15116,2019,zacazonapan,marzo,0.0,99,5109,7.8,0.0
