entidad,inegi,año,municipio,month,homicides,xmonth
morelos,17023,2014,tlalnepantla,abril,0.0,40
morelos,17024,2011,tlaltizapan,abril,0.0,4
morelos,17024,2012,tlaltizapan,abril,2.0,16
morelos,17024,2013,tlaltizapan,abril,3.0,28
morelos,17024,2014,tlaltizapan,abril,2.0,40
morelos,17025,2011,tlaquiltenango,abril,0.0,4
morelos,17025,2012,tlaquiltenango,abril,1.0,16
morelos,17025,2013,tlaquiltenango,abril,0.0,28
morelos,17025,2014,tlaquiltenango,abril,0.0,40
morelos,17026,2011,tlayacapan,abril,0.0,4
morelos,17026,2012,tlayacapan,abril,0.0,16
morelos,17026,2013,tlayacapan,abril,0.0,28
morelos,17026,2014,tlayacapan,abril,0.0,40
morelos,17027,2011,totolapan,abril,0.0,4
morelos,17027,2012,totolapan,abril,0.0,16
morelos,17027,2013,totolapan,abril,0.0,28
morelos,17027,2014,totolapan,abril,0.0,40
morelos,17028,2011,xochitepec,abril,0.0,4
morelos,17028,2012,xochitepec,abril,3.0,16
morelos,17028,2013,xochitepec,abril,1.0,28
morelos,17028,2014,xochitepec,abril,2.0,40
morelos,17029,2011,yautepec,abril,5.0,4
morelos,17029,2012,yautepec,abril,5.0,16
morelos,17029,2013,yautepec,abril,2.0,28
morelos,17029,2014,yautepec,abril,1.0,40
morelos,17030,2011,yecapixtla,abril,0.0,4
morelos,17030,2012,yecapixtla,abril,1.0,16
morelos,17030,2013,yecapixtla,abril,1.0,28
morelos,17030,2014,yecapixtla,abril,0.0,40
morelos,17031,2011,zacatepec,abril,0.0,4
morelos,17031,2012,zacatepec,abril,2.0,16
morelos,17031,2013,zacatepec,abril,1.0,28
morelos,17031,2014,zacatepec,abril,1.0,40
morelos,17032,2011,zacualpan,abril,0.0,4
morelos,17032,2012,zacualpan,abril,1.0,16
morelos,17032,2013,zacualpan,abril,0.0,28
morelos,17032,2014,zacualpan,abril,0.0,40
morelos,17033,2011,temoac,abril,0.0,4
morelos,17033,2012,temoac,abril,0.0,16
morelos,17033,2013,temoac,abril,0.0,28
morelos,17033,2014,temoac,abril,0.0,40
nayarit,18001,2011,acaponeta,abril,6.0,4
nayarit,18001,2012,acaponeta,abril,1.0,16
nayarit,18001,2013,acaponeta,abril,1.0,28
nayarit,18001,2014,acaponeta,abril,1.0,40
nayarit,18002,2011,ahuacatlan,abril,0.0,4
nayarit,18002,2012,ahuacatlan,abril,1.0,16
nayarit,18002,2013,ahuacatlan,abril,0.0,28
nayarit,18002,2014,ahuacatlan,abril,0.0,40
nayarit,18003,2011,amatlan de canas,abril,0.0,4
nayarit,18003,2012,amatlan de canas,abril,0.0,16
nayarit,18003,2013,amatlan de canas,abril,0.0,28
nayarit,18003,2014,amatlan de canas,abril,0.0,40
nayarit,18004,2011,compostela,abril,1.0,4
nayarit,18004,2012,compostela,abril,1.0,16
nayarit,18004,2013,compostela,abril,1.0,28
nayarit,18004,2014,compostela,abril,0.0,40
nayarit,18005,2011,huajicori,abril,0.0,4
nayarit,18005,2012,huajicori,abril,1.0,16
nayarit,18005,2013,huajicori,abril,0.0,28
nayarit,18005,2014,huajicori,abril,0.0,40
nayarit,18006,2011,ixtlan del rio,abril,0.0,4
nayarit,18006,2012,ixtlan del rio,abril,0.0,16
nayarit,18006,2013,ixtlan del rio,abril,1.0,28
nayarit,18006,2014,ixtlan del rio,abril,0.0,40
nayarit,18007,2011,jala,abril,0.0,4
nayarit,18007,2012,jala,abril,0.0,16
nayarit,18007,2013,jala,abril,0.0,28
nayarit,18007,2014,jala,abril,0.0,40
nayarit,18008,2011,xalisco,abril,4.0,4
nayarit,18008,2012,xalisco,abril,1.0,16
nayarit,18008,2013,xalisco,abril,0.0,28
nayarit,18008,2014,xalisco,abril,0.0,40
nayarit,18009,2011,del nayar,abril,3.0,4
nayarit,18009,2012,del nayar,abril,3.0,16
nayarit,18009,2013,del nayar,abril,2.0,28
nayarit,18009,2014,del nayar,abril,4.0,40
nayarit,18010,2011,rosamorada,abril,1.0,4
nayarit,18010,2012,rosamorada,abril,0.0,16
nayarit,18010,2013,rosamorada,abril,1.0,28
nayarit,18010,2014,rosamorada,abril,0.0,40
nayarit,18011,2011,ruiz,abril,2.0,4
nayarit,18011,2012,ruiz,abril,1.0,16
nayarit,18011,2013,ruiz,abril,2.0,28
nayarit,18011,2014,ruiz,abril,2.0,40
nayarit,18012,2011,san blas,abril,3.0,4
nayarit,18012,2012,san blas,abril,3.0,16
nayarit,18012,2013,san blas,abril,0.0,28
nayarit,18012,2014,san blas,abril,0.0,40
nayarit,18013,2011,san pedro lagunillas,abril,0.0,4
nayarit,18013,2012,san pedro lagunillas,abril,1.0,16
nayarit,18013,2013,san pedro lagunillas,abril,0.0,28
nayarit,18013,2014,san pedro lagunillas,abril,0.0,40
nayarit,18014,2011,santa maria del oro,abril,0.0,4
nayarit,18014,2012,santa maria del oro,abril,0.0,16
nayarit,18014,2013,santa maria del oro,abril,0.0,28
nayarit,18014,2014,santa maria del oro,abril,1.0,40
nayarit,18015,2011,santiago ixcuintla,abril,1.0,4
nayarit,18015,2012,santiago ixcuintla,abril,2.0,16
nayarit,18015,2013,santiago ixcuintla,abril,1.0,28
nayarit,18015,2014,santiago ixcuintla,abril,0.0,40
nayarit,18016,2011,tecuala,abril,3.0,4
nayarit,18016,2012,tecuala,abril,0.0,16
nayarit,18016,2013,tecuala,abril,0.0,28
nayarit,18016,2014,tecuala,abril,1.0,40
nayarit,18017,2011,tepic,abril,15.0,4
nayarit,18017,2012,tepic,abril,5.0,16
nayarit,18017,2013,tepic,abril,3.0,28
nayarit,18017,2014,tepic,abril,1.0,40
nayarit,18018,2011,tuxpan,abril,1.0,4
nayarit,18018,2012,tuxpan,abril,0.0,16
nayarit,18018,2013,tuxpan,abril,0.0,28
nayarit,18018,2014,tuxpan,abril,0.0,40
nayarit,18019,2011,la yesca,abril,1.0,4
nayarit,18019,2012,la yesca,abril,1.0,16
nayarit,18019,2013,la yesca,abril,0.0,28
nayarit,18019,2014,la yesca,abril,0.0,40
nayarit,18020,2011,bahia de banderas,abril,1.0,4
nayarit,18020,2012,bahia de banderas,abril,2.0,16
nayarit,18020,2013,bahia de banderas,abril,0.0,28
nayarit,18020,2014,bahia de banderas,abril,0.0,40
jalisco,14023,2015,zapotlan el grande,abril,2.0,52
jalisco,14023,2016,zapotlan el grande,abril,3.0,64
jalisco,14023,2017,zapotlan el grande,abril,1.0,76
jalisco,14023,2018,zapotlan el grande,abril,2.0,88
jalisco,14023,2019,zapotlan el grande,abril,0.0,100
jalisco,14039,2015,guadalajara,abril,8.0,52
jalisco,14039,2016,guadalajara,abril,16.0,64
jalisco,14039,2017,guadalajara,abril,16.0,76
jalisco,14039,2018,guadalajara,abril,30.0,88
jalisco,14039,2019,guadalajara,abril,35.0,100
jalisco,14053,2015,lagos de moreno,abril,1.0,52
jalisco,14053,2016,lagos de moreno,abril,3.0,64
jalisco,14053,2017,lagos de moreno,abril,3.0,76
jalisco,14053,2018,lagos de moreno,abril,0.0,88
jalisco,14053,2019,lagos de moreno,abril,2.0,100
jalisco,14063,2015,ocotlan,abril,2.0,52
jalisco,14063,2016,ocotlan,abril,0.0,64
jalisco,14063,2017,ocotlan,abril,0.0,76
jalisco,14063,2018,ocotlan,abril,1.0,88
jalisco,14063,2019,ocotlan,abril,3.0,100
jalisco,14067,2015,puerto vallarta,abril,1.0,52
jalisco,14067,2016,puerto vallarta,abril,1.0,64
jalisco,14067,2017,puerto vallarta,abril,5.0,76
jalisco,14067,2018,puerto vallarta,abril,2.0,88
jalisco,14067,2019,puerto vallarta,abril,3.0,100
jalisco,14070,2015,el salto,abril,2.0,52
jalisco,14070,2016,el salto,abril,0.0,64
jalisco,14070,2017,el salto,abril,7.0,76
jalisco,14070,2018,el salto,abril,13.0,88
jalisco,14070,2019,el salto,abril,8.0,100
jalisco,14093,2015,tepatitlan de morelos,abril,0.0,52
jalisco,14093,2016,tepatitlan de morelos,abril,0.0,64
jalisco,14093,2017,tepatitlan de morelos,abril,1.0,76
jalisco,14093,2018,tepatitlan de morelos,abril,0.0,88
jalisco,14093,2019,tepatitlan de morelos,abril,1.0,100
jalisco,14097,2015,tlajomulco de zuniga,abril,6.0,52
jalisco,14097,2016,tlajomulco de zuniga,abril,6.0,64
jalisco,14097,2017,tlajomulco de zuniga,abril,11.0,76
jalisco,14097,2018,tlajomulco de zuniga,abril,12.0,88
jalisco,14097,2019,tlajomulco de zuniga,abril,26.0,100
jalisco,14098,2015,tlaquepaque,abril,8.0,52
jalisco,14098,2016,tlaquepaque,abril,10.0,64
jalisco,14098,2017,tlaquepaque,abril,10.0,76
jalisco,14098,2018,tlaquepaque,abril,33.0,88
jalisco,14098,2019,tlaquepaque,abril,23.0,100
jalisco,14101,2015,tonala,abril,6.0,52
jalisco,14101,2016,tonala,abril,3.0,64
jalisco,14101,2017,tonala,abril,8.0,76
jalisco,14101,2018,tonala,abril,12.0,88
jalisco,14101,2019,tonala,abril,20.0,100
jalisco,14120,2015,zapopan,abril,19.0,52
jalisco,14120,2016,zapopan,abril,12.0,64
jalisco,14120,2017,zapopan,abril,15.0,76
jalisco,14120,2018,zapopan,abril,30.0,88
jalisco,14120,2019,zapopan,abril,16.0,100
mexico,15001,2015,acambay,abril,0.0,52
mexico,15001,2016,acambay,abril,0.0,64
mexico,15001,2017,acambay,abril,1.0,76
mexico,15001,2018,acambay,abril,0.0,88
mexico,15001,2019,acambay,abril,0.0,100
mexico,15002,2015,acolman,abril,3.0,52
mexico,15002,2016,acolman,abril,2.0,64
mexico,15002,2017,acolman,abril,2.0,76
mexico,15002,2018,acolman,abril,1.0,88
mexico,15002,2019,acolman,abril,2.0,100
mexico,15003,2015,aculco,abril,0.0,52
mexico,15003,2016,aculco,abril,0.0,64
mexico,15003,2017,aculco,abril,0.0,76
mexico,15003,2018,aculco,abril,0.0,88
mexico,15003,2019,aculco,abril,0.0,100
mexico,15004,2015,almoloya de alquisiras,abril,0.0,52
mexico,15004,2016,almoloya de alquisiras,abril,0.0,64
mexico,15004,2017,almoloya de alquisiras,abril,0.0,76
mexico,15004,2018,almoloya de alquisiras,abril,0.0,88
mexico,15004,2019,almoloya de alquisiras,abril,0.0,100
mexico,15005,2015,almoloya de juarez,abril,0.0,52
mexico,15005,2016,almoloya de juarez,abril,0.0,64
mexico,15005,2017,almoloya de juarez,abril,1.0,76
mexico,15005,2018,almoloya de juarez,abril,1.0,88
mexico,15005,2019,almoloya de juarez,abril,0.0,100
mexico,15006,2015,almoloya del rio,abril,0.0,52
mexico,15006,2016,almoloya del rio,abril,0.0,64
mexico,15006,2017,almoloya del rio,abril,0.0,76
mexico,15006,2018,almoloya del rio,abril,0.0,88
mexico,15006,2019,almoloya del rio,abril,0.0,100
mexico,15007,2015,amanalco,abril,0.0,52
mexico,15007,2016,amanalco,abril,0.0,64
mexico,15007,2017,amanalco,abril,0.0,76
mexico,15007,2018,amanalco,abril,0.0,88
mexico,15007,2019,amanalco,abril,0.0,100
mexico,15008,2015,amatepec,abril,0.0,52
mexico,15008,2016,amatepec,abril,0.0,64
mexico,15008,2017,amatepec,abril,0.0,76
mexico,15008,2018,amatepec,abril,0.0,88
mexico,15008,2019,amatepec,abril,0.0,100
mexico,15009,2015,amecameca,abril,0.0,52
mexico,15009,2016,amecameca,abril,0.0,64
mexico,15009,2017,amecameca,abril,0.0,76
mexico,15009,2018,amecameca,abril,1.0,88
mexico,15009,2019,amecameca,abril,1.0,100
mexico,15010,2015,apaxco,abril,0.0,52
mexico,15010,2016,apaxco,abril,1.0,64
mexico,15010,2017,apaxco,abril,0.0,76
mexico,15010,2018,apaxco,abril,0.0,88
mexico,15010,2019,apaxco,abril,1.0,100
mexico,15011,2015,atenco,abril,2.0,52
mexico,15011,2016,atenco,abril,0.0,64
mexico,15011,2017,atenco,abril,2.0,76
mexico,15011,2018,atenco,abril,1.0,88
mexico,15011,2019,atenco,abril,1.0,100
mexico,15012,2015,atizapan,abril,0.0,52
mexico,15012,2016,atizapan,abril,0.0,64
mexico,15012,2017,atizapan,abril,0.0,76
mexico,15012,2018,atizapan,abril,0.0,88
mexico,15012,2019,atizapan,abril,1.0,100
mexico,15013,2015,atizapan de zaragoza,abril,3.0,52
mexico,15013,2016,atizapan de zaragoza,abril,3.0,64
mexico,15013,2017,atizapan de zaragoza,abril,8.0,76
mexico,15013,2018,atizapan de zaragoza,abril,4.0,88
mexico,15013,2019,atizapan de zaragoza,abril,6.0,100
mexico,15014,2015,atlacomulco,abril,0.0,52
mexico,15014,2016,atlacomulco,abril,1.0,64
mexico,15014,2017,atlacomulco,abril,0.0,76
mexico,15014,2018,atlacomulco,abril,0.0,88
mexico,15014,2019,atlacomulco,abril,1.0,100
mexico,15015,2015,atlautla,abril,0.0,52
mexico,15015,2016,atlautla,abril,0.0,64
mexico,15015,2017,atlautla,abril,0.0,76
mexico,15015,2018,atlautla,abril,0.0,88
mexico,15015,2019,atlautla,abril,0.0,100
mexico,15016,2015,axapusco,abril,3.0,52
mexico,15016,2016,axapusco,abril,0.0,64
mexico,15016,2017,axapusco,abril,1.0,76
mexico,15016,2018,axapusco,abril,0.0,88
mexico,15016,2019,axapusco,abril,2.0,100
mexico,15017,2015,ayapango,abril,0.0,52
mexico,15017,2016,ayapango,abril,0.0,64
mexico,15017,2017,ayapango,abril,0.0,76
mexico,15017,2018,ayapango,abril,0.0,88
mexico,15017,2019,ayapango,abril,0.0,100
mexico,15018,2015,calimaya,abril,0.0,52
mexico,15018,2016,calimaya,abril,0.0,64
mexico,15018,2017,calimaya,abril,1.0,76
mexico,15018,2018,calimaya,abril,0.0,88
mexico,15018,2019,calimaya,abril,0.0,100
mexico,15019,2015,capulhuac,abril,0.0,52
mexico,15019,2016,capulhuac,abril,0.0,64
mexico,15019,2017,capulhuac,abril,0.0,76
mexico,15019,2018,capulhuac,abril,1.0,88
mexico,15019,2019,capulhuac,abril,0.0,100
mexico,15020,2015,coacalco de berriozabal,abril,0.0,52
mexico,15020,2016,coacalco de berriozabal,abril,2.0,64
mexico,15020,2017,coacalco de berriozabal,abril,3.0,76
mexico,15020,2018,coacalco de berriozabal,abril,1.0,88
mexico,15020,2019,coacalco de berriozabal,abril,4.0,100
mexico,15021,2015,coatepec harinas,abril,0.0,52
mexico,15021,2016,coatepec harinas,abril,0.0,64
mexico,15021,2017,coatepec harinas,abril,0.0,76
mexico,15021,2018,coatepec harinas,abril,1.0,88
mexico,15021,2019,coatepec harinas,abril,0.0,100
mexico,15022,2015,cocotitlan,abril,0.0,52
mexico,15022,2016,cocotitlan,abril,0.0,64
mexico,15022,2017,cocotitlan,abril,1.0,76
mexico,15022,2018,cocotitlan,abril,1.0,88
mexico,15022,2019,cocotitlan,abril,0.0,100
mexico,15023,2015,coyotepec,abril,2.0,52
mexico,15023,2016,coyotepec,abril,4.0,64
mexico,15023,2017,coyotepec,abril,3.0,76
mexico,15023,2018,coyotepec,abril,0.0,88
mexico,15023,2019,coyotepec,abril,2.0,100
mexico,15024,2015,cuautitlan,abril,0.0,52
mexico,15024,2016,cuautitlan,abril,1.0,64
mexico,15024,2017,cuautitlan,abril,0.0,76
mexico,15024,2018,cuautitlan,abril,1.0,88
mexico,15024,2019,cuautitlan,abril,3.0,100
mexico,15025,2015,chalco,abril,6.0,52
mexico,15025,2016,chalco,abril,6.0,64
mexico,15025,2017,chalco,abril,5.0,76
mexico,15025,2018,chalco,abril,5.0,88
mexico,15025,2019,chalco,abril,6.0,100
mexico,15026,2015,chapa de mota,abril,0.0,52
mexico,15026,2016,chapa de mota,abril,0.0,64
mexico,15026,2017,chapa de mota,abril,0.0,76
mexico,15026,2018,chapa de mota,abril,0.0,88
mexico,15026,2019,chapa de mota,abril,0.0,100
mexico,15027,2015,chapultepec,abril,0.0,52
mexico,15027,2016,chapultepec,abril,0.0,64
mexico,15027,2017,chapultepec,abril,0.0,76
mexico,15027,2018,chapultepec,abril,0.0,88
mexico,15027,2019,chapultepec,abril,0.0,100
mexico,15028,2015,chiautla,abril,1.0,52
mexico,15028,2016,chiautla,abril,1.0,64
mexico,15028,2017,chiautla,abril,0.0,76
mexico,15028,2018,chiautla,abril,0.0,88
mexico,15028,2019,chiautla,abril,0.0,100
mexico,15029,2015,chicoloapan,abril,2.0,52
mexico,15029,2016,chicoloapan,abril,2.0,64
mexico,15029,2017,chicoloapan,abril,0.0,76
mexico,15029,2018,chicoloapan,abril,1.0,88
mexico,15029,2019,chicoloapan,abril,1.0,100
mexico,15030,2015,chiconcuac,abril,0.0,52
mexico,15030,2016,chiconcuac,abril,0.0,64
mexico,15030,2017,chiconcuac,abril,0.0,76
mexico,15030,2018,chiconcuac,abril,1.0,88
mexico,15030,2019,chiconcuac,abril,0.0,100
mexico,15031,2015,chimalhuacan,abril,9.0,52
mexico,15031,2016,chimalhuacan,abril,14.0,64
mexico,15031,2017,chimalhuacan,abril,11.0,76
mexico,15031,2018,chimalhuacan,abril,8.0,88
mexico,15031,2019,chimalhuacan,abril,10.0,100
mexico,15032,2015,donato guerra,abril,0.0,52
mexico,15032,2016,donato guerra,abril,1.0,64
mexico,15032,2017,donato guerra,abril,0.0,76
mexico,15032,2018,donato guerra,abril,1.0,88
mexico,15032,2019,donato guerra,abril,0.0,100
mexico,15033,2015,ecatepec de morelos,abril,34.0,52
mexico,15033,2016,ecatepec de morelos,abril,24.0,64
mexico,15033,2017,ecatepec de morelos,abril,29.0,76
mexico,15033,2018,ecatepec de morelos,abril,32.0,88
mexico,15033,2019,ecatepec de morelos,abril,20.0,100
mexico,15034,2015,ecatzingo,abril,0.0,52
mexico,15034,2016,ecatzingo,abril,0.0,64
mexico,15034,2017,ecatzingo,abril,0.0,76
mexico,15034,2018,ecatzingo,abril,0.0,88
mexico,15034,2019,ecatzingo,abril,0.0,100
mexico,15035,2015,huehuetoca,abril,4.0,52
mexico,15035,2016,huehuetoca,abril,0.0,64
mexico,15035,2017,huehuetoca,abril,3.0,76
mexico,15035,2018,huehuetoca,abril,1.0,88
mexico,15035,2019,huehuetoca,abril,2.0,100
mexico,15036,2015,hueypoxtla,abril,0.0,52
mexico,15036,2016,hueypoxtla,abril,1.0,64
mexico,15036,2017,hueypoxtla,abril,1.0,76
mexico,15036,2018,hueypoxtla,abril,0.0,88
mexico,15036,2019,hueypoxtla,abril,3.0,100
mexico,15037,2015,huixquilucan,abril,0.0,52
mexico,15037,2016,huixquilucan,abril,2.0,64
mexico,15037,2017,huixquilucan,abril,4.0,76
mexico,15037,2018,huixquilucan,abril,0.0,88
mexico,15037,2019,huixquilucan,abril,4.0,100
mexico,15038,2015,isidro fabela,abril,0.0,52
mexico,15038,2016,isidro fabela,abril,0.0,64
mexico,15038,2017,isidro fabela,abril,0.0,76
mexico,15038,2018,isidro fabela,abril,2.0,88
mexico,15038,2019,isidro fabela,abril,0.0,100
mexico,15039,2015,ixtapaluca,abril,7.0,52
mexico,15039,2016,ixtapaluca,abril,4.0,64
mexico,15039,2017,ixtapaluca,abril,3.0,76
mexico,15039,2018,ixtapaluca,abril,0.0,88
mexico,15039,2019,ixtapaluca,abril,13.0,100
mexico,15040,2015,ixtapan de la sal,abril,0.0,52
mexico,15040,2016,ixtapan de la sal,abril,1.0,64
mexico,15040,2017,ixtapan de la sal,abril,0.0,76
mexico,15040,2018,ixtapan de la sal,abril,0.0,88
mexico,15040,2019,ixtapan de la sal,abril,2.0,100
mexico,15041,2015,ixtapan del oro,abril,0.0,52
mexico,15041,2016,ixtapan del oro,abril,0.0,64
mexico,15041,2017,ixtapan del oro,abril,0.0,76
mexico,15041,2018,ixtapan del oro,abril,0.0,88
mexico,15041,2019,ixtapan del oro,abril,1.0,100
mexico,15042,2015,ixtlahuaca,abril,1.0,52
mexico,15042,2016,ixtlahuaca,abril,2.0,64
mexico,15042,2017,ixtlahuaca,abril,0.0,76
mexico,15042,2018,ixtlahuaca,abril,0.0,88
mexico,15042,2019,ixtlahuaca,abril,1.0,100
mexico,15043,2015,xalatlaco,abril,0.0,52
mexico,15043,2016,xalatlaco,abril,1.0,64
mexico,15043,2017,xalatlaco,abril,0.0,76
mexico,15043,2018,xalatlaco,abril,0.0,88
mexico,15043,2019,xalatlaco,abril,1.0,100
mexico,15044,2015,jaltenco,abril,0.0,52
mexico,15044,2016,jaltenco,abril,1.0,64
mexico,15044,2017,jaltenco,abril,0.0,76
mexico,15044,2018,jaltenco,abril,1.0,88
mexico,15044,2019,jaltenco,abril,1.0,100
mexico,15045,2015,jilotepec,abril,0.0,52
mexico,15045,2016,jilotepec,abril,1.0,64
mexico,15045,2017,jilotepec,abril,0.0,76
mexico,15045,2018,jilotepec,abril,1.0,88
mexico,15045,2019,jilotepec,abril,0.0,100
mexico,15046,2015,jilotzingo,abril,1.0,52
mexico,15046,2016,jilotzingo,abril,1.0,64
mexico,15046,2017,jilotzingo,abril,1.0,76
mexico,15046,2018,jilotzingo,abril,0.0,88
mexico,15046,2019,jilotzingo,abril,0.0,100
mexico,15047,2015,jiquipilco,abril,1.0,52
mexico,15047,2016,jiquipilco,abril,0.0,64
mexico,15047,2017,jiquipilco,abril,0.0,76
mexico,15047,2018,jiquipilco,abril,0.0,88
mexico,15047,2019,jiquipilco,abril,0.0,100
mexico,15048,2015,jocotitlan,abril,0.0,52
mexico,15048,2016,jocotitlan,abril,0.0,64
mexico,15048,2017,jocotitlan,abril,0.0,76
mexico,15048,2018,jocotitlan,abril,0.0,88
mexico,15048,2019,jocotitlan,abril,0.0,100
mexico,15049,2015,joquicingo,abril,0.0,52
mexico,15049,2016,joquicingo,abril,0.0,64
mexico,15049,2017,joquicingo,abril,0.0,76
mexico,15049,2018,joquicingo,abril,0.0,88
mexico,15049,2019,joquicingo,abril,0.0,100
mexico,15050,2015,juchitepec,abril,0.0,52
mexico,15050,2016,juchitepec,abril,0.0,64
mexico,15050,2017,juchitepec,abril,0.0,76
mexico,15050,2018,juchitepec,abril,0.0,88
mexico,15050,2019,juchitepec,abril,0.0,100
mexico,15051,2015,lerma,abril,0.0,52
mexico,15051,2016,lerma,abril,3.0,64
mexico,15051,2017,lerma,abril,1.0,76
mexico,15051,2018,lerma,abril,1.0,88
mexico,15051,2019,lerma,abril,3.0,100
mexico,15052,2015,malinalco,abril,1.0,52
mexico,15052,2016,malinalco,abril,0.0,64
mexico,15052,2017,malinalco,abril,0.0,76
mexico,15052,2018,malinalco,abril,0.0,88
mexico,15052,2019,malinalco,abril,2.0,100
mexico,15053,2015,melchor ocampo,abril,2.0,52
mexico,15053,2016,melchor ocampo,abril,0.0,64
mexico,15053,2017,melchor ocampo,abril,0.0,76
mexico,15053,2018,melchor ocampo,abril,2.0,88
mexico,15053,2019,melchor ocampo,abril,0.0,100
mexico,15054,2015,metepec,abril,1.0,52
mexico,15054,2016,metepec,abril,0.0,64
mexico,15054,2017,metepec,abril,0.0,76
mexico,15054,2018,metepec,abril,1.0,88
mexico,15054,2019,metepec,abril,1.0,100
mexico,15055,2015,mexicaltzingo,abril,0.0,52
mexico,15055,2016,mexicaltzingo,abril,1.0,64
mexico,15055,2017,mexicaltzingo,abril,0.0,76
mexico,15055,2018,mexicaltzingo,abril,0.0,88
mexico,15055,2019,mexicaltzingo,abril,0.0,100
mexico,15056,2015,morelos,abril,0.0,52
mexico,15056,2016,morelos,abril,0.0,64
mexico,15056,2017,morelos,abril,0.0,76
mexico,15056,2018,morelos,abril,0.0,88
mexico,15056,2019,morelos,abril,0.0,100
mexico,15057,2015,naucalpan de juarez,abril,7.0,52
mexico,15057,2016,naucalpan de juarez,abril,9.0,64
mexico,15057,2017,naucalpan de juarez,abril,10.0,76
mexico,15057,2018,naucalpan de juarez,abril,10.0,88
mexico,15057,2019,naucalpan de juarez,abril,12.0,100
mexico,15058,2015,nezahualcoyotl,abril,11.0,52
mexico,15058,2016,nezahualcoyotl,abril,14.0,64
mexico,15058,2017,nezahualcoyotl,abril,18.0,76
mexico,15058,2018,nezahualcoyotl,abril,10.0,88
mexico,15058,2019,nezahualcoyotl,abril,12.0,100
mexico,15059,2015,nextlalpan,abril,1.0,52
mexico,15059,2016,nextlalpan,abril,0.0,64
mexico,15059,2017,nextlalpan,abril,2.0,76
mexico,15059,2018,nextlalpan,abril,1.0,88
mexico,15059,2019,nextlalpan,abril,2.0,100
mexico,15060,2015,nicolas romero,abril,2.0,52
mexico,15060,2016,nicolas romero,abril,3.0,64
mexico,15060,2017,nicolas romero,abril,9.0,76
mexico,15060,2018,nicolas romero,abril,5.0,88
mexico,15060,2019,nicolas romero,abril,5.0,100
mexico,15061,2015,nopaltepec,abril,0.0,52
mexico,15061,2016,nopaltepec,abril,0.0,64
mexico,15061,2017,nopaltepec,abril,0.0,76
mexico,15061,2018,nopaltepec,abril,0.0,88
mexico,15061,2019,nopaltepec,abril,0.0,100
mexico,15062,2015,ocoyoacac,abril,0.0,52
mexico,15062,2016,ocoyoacac,abril,1.0,64
mexico,15062,2017,ocoyoacac,abril,1.0,76
mexico,15062,2018,ocoyoacac,abril,0.0,88
mexico,15062,2019,ocoyoacac,abril,1.0,100
mexico,15063,2015,ocuilan,abril,0.0,52
mexico,15063,2016,ocuilan,abril,0.0,64
mexico,15063,2017,ocuilan,abril,0.0,76
mexico,15063,2018,ocuilan,abril,0.0,88
mexico,15063,2019,ocuilan,abril,1.0,100
mexico,15064,2015,el oro,abril,0.0,52
mexico,15064,2016,el oro,abril,0.0,64
mexico,15064,2017,el oro,abril,0.0,76
mexico,15064,2018,el oro,abril,0.0,88
mexico,15064,2019,el oro,abril,0.0,100
mexico,15065,2015,otumba,abril,2.0,52
mexico,15065,2016,otumba,abril,3.0,64
mexico,15065,2017,otumba,abril,0.0,76
mexico,15065,2018,otumba,abril,3.0,88
mexico,15065,2019,otumba,abril,1.0,100
mexico,15066,2015,otzoloapan,abril,0.0,52
mexico,15066,2016,otzoloapan,abril,0.0,64
mexico,15066,2017,otzoloapan,abril,0.0,76
mexico,15066,2018,otzoloapan,abril,0.0,88
mexico,15066,2019,otzoloapan,abril,0.0,100
mexico,15067,2015,otzolotepec,abril,0.0,52
mexico,15067,2016,otzolotepec,abril,2.0,64
mexico,15067,2017,otzolotepec,abril,0.0,76
mexico,15067,2018,otzolotepec,abril,0.0,88
mexico,15067,2019,otzolotepec,abril,0.0,100
mexico,15068,2015,ozumba,abril,1.0,52
mexico,15068,2016,ozumba,abril,1.0,64
mexico,15068,2017,ozumba,abril,1.0,76
mexico,15068,2018,ozumba,abril,1.0,88
mexico,15068,2019,ozumba,abril,0.0,100
mexico,15069,2015,papalotla,abril,0.0,52
mexico,15069,2016,papalotla,abril,0.0,64
mexico,15069,2017,papalotla,abril,0.0,76
mexico,15069,2018,papalotla,abril,0.0,88
mexico,15069,2019,papalotla,abril,0.0,100
mexico,15070,2015,la paz,abril,3.0,52
mexico,15070,2016,la paz,abril,4.0,64
mexico,15070,2017,la paz,abril,6.0,76
mexico,15070,2018,la paz,abril,4.0,88
mexico,15070,2019,la paz,abril,5.0,100
mexico,15071,2015,polotitlan,abril,0.0,52
mexico,15071,2016,polotitlan,abril,1.0,64
mexico,15071,2017,polotitlan,abril,0.0,76
mexico,15071,2018,polotitlan,abril,0.0,88
mexico,15071,2019,polotitlan,abril,0.0,100
mexico,15072,2015,rayon,abril,0.0,52
mexico,15072,2016,rayon,abril,0.0,64
mexico,15072,2017,rayon,abril,0.0,76
mexico,15072,2018,rayon,abril,0.0,88
mexico,15072,2019,rayon,abril,1.0,100
mexico,15073,2015,san antonio la isla,abril,1.0,52
mexico,15073,2016,san antonio la isla,abril,0.0,64
mexico,15073,2017,san antonio la isla,abril,0.0,76
mexico,15073,2018,san antonio la isla,abril,0.0,88
mexico,15073,2019,san antonio la isla,abril,0.0,100
